Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,65190,18.0785,10536,71.55178
2,34482,9.56256,5473,37.16808
3,41688,11.56092,6663,45.24958
4,45853,12.71596,7520,51.06961
5,24976,6.92635,6243,42.39728
6,23720,6.57804,5068,34.41766
7,29044,8.05449,6040,41.01868
8,28379,7.87007,5847,39.70798
9,28552,7.91805,5395,36.63837
10,38710,10.73506,7335,49.81324
