User ID	Screen Name	Tweet Count	Topic Count	Topics
2557859383	MEEKSVS	475	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
191092262	pairsonnalitesN	366	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
16272844	johangreg	355	14	1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15
1223950760	KSP_Libs	327	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
241640955	jmhamiltonblog	262	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
377213448	PsychDrD	251	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
208056970	PairsonnalitesU	242	13	1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15
508961057	ssnaqi	241	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15
897599384413765634	SouzaEluam	233	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
138418838	Pairsonnalites	231	13	1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15
1172345379125260288	kathy19090674	228	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1605693206	OttLegalRebels	220	12	1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 15
19652486	aftjae	216	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15
274369575	wavetop	206	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
495066576	GadflyQuebec	203	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
27068599	womanatmile0	197	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
394245906	1loriking	193	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
831695714056953856	IAmJoeTrudeau	186	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15
851751855487148032	Jinxy_Minxy	184	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
413514250	ghostcatbce	184	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1149063172273377282	AxiomRekt	183	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
708908492359225345	lambert_pp	181	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
704798725747531776	allan_crawshaw	181	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
13232322	DanielleFong	180	14	1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15
15677734	mig30m6	178	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
154498853	GArchibaldCTV	177	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1924904623	MooseMan1956	174	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15
18811949	katrinabest	173	12	1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 15
766654270913384448	Metaloid3	170	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
768976342369071105	MoriartyLab	167	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
154136730	JDignum	166	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1031691314536935424	BCWildfireWkly	166	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
22920024	dezsmom	166	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
294344306	patstagepage	164	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
280082481	Ez4u2say_Janis	163	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1242110319322939394	henclamir	162	13	1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
2653909938	bonillal1	161	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
299626127	desicool21	161	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
19042993	Crof	159	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
37552089	suestroud	154	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
232519990	nspector4	152	14	1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15
351686967	smcenturff	151	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
34375961	canukcookie	150	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1246239509638979584	DrKatie2	149	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
43998427	Frazzling	148	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
525857359	GeoffyPJohnston	148	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
34507278	souljahsingh	147	13	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15
