Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
6,white,2273,2121,1.39717,1465,10.27061
6,american,4747,4371,2.87931,2098,14.70836
6,protester,1988,1872,1.23314,1357,9.51346
6,house,2043,1955,1.28782,1396,9.78688
6,riot,2696,2641,1.73971,1553,10.88755
6,floyd,1407,1358,0.89456,1048,7.34717
6,george,1427,1399,0.92156,1084,7.59955
6,thousand,2879,2762,1.81942,1755,12.3037
6,shit,1013,1006,0.66268,873,6.1203
6,protesting,1463,1416,0.93276,1135,7.95709
7,pandemic,24302,23602,15.54737,7322,51.33202
7,great,2700,2636,1.73642,1992,13.96523
7,global,2485,2349,1.54736,1640,11.49748
7,crisis,3468,3127,2.05985,2026,14.20359
7,response,2831,2751,1.81217,1819,12.75238
7,economic,1949,1914,1.26081,1398,9.8009
7,trump,10708,9410,6.19866,3049,21.37549
7,america,2542,2441,1.60796,1592,11.16096
7,amid,1362,1355,0.89258,982,6.88446
7,hold,1026,1022,0.67322,905,6.34464
7,hell,876,859,0.56585,775,5.43326
7,massive,1073,1057,0.69628,915,6.41475
7,way,3518,3356,2.2107,2378,16.67134
7,race,1033,1005,0.66202,841,5.89596
7,war,1093,987,0.65017,814,5.70667
8,lockdown,7764,7320,4.82191,3119,21.86624
8,control,1885,1690,1.11326,1291,9.05076
8,restriction,1660,1583,1.04277,1197,8.39176
8,order,2373,2273,1.4973,1625,11.39232
8,end,2017,1940,1.27794,1496,10.48794
8,uk,1209,1092,0.71933,608,4.26248
8,ask,931,912,0.60076,796,5.58048
8,long,2196,2086,1.37411,1595,11.182
8,curve,680,637,0.41961,585,4.10123
8,economy,3723,3550,2.3385,2237,15.68284
8,closed,1071,1012,0.66664,837,5.86792
8,hoax,559,519,0.34188,405,2.83932
8,india,874,734,0.48351,350,2.45373
8,youtube,468,463,0.30499,280,1.96298
8,power,904,846,0.55729,721,5.05468
9,home,7454,6850,4.51231,3669,25.7221
9,life,5230,4953,3.2627,2989,20.95485
9,stay,4298,3986,2.6257,2585,18.12255
9,matter,1476,1436,0.94594,1194,8.37072
9,senior,1517,1279,0.84252,964,6.75827
9,death,9786,8233,5.42333,3510,24.6074
9,saying,1481,1438,0.94726,1159,8.12535
9,real,1357,1330,0.87611,1110,7.78183
9,care,5040,4560,3.00381,2731,19.1461
9,save,1234,1201,0.79114,993,6.96158
9,citizen,1135,1111,0.73185,896,6.28155
9,lost,1662,1594,1.05002,1266,8.87549
9,nursing,1032,980,0.64556,766,5.37016
9,100000,1261,1192,0.78521,837,5.86792
9,hey,747,742,0.48878,659,4.62002
10,le,3814,2981,1.96368,1564,10.96467
10,et,2076,1653,1.08888,644,4.51486
10,pour,1486,1194,0.78652,428,3.00056
10,du,1208,1049,0.69101,378,2.65003
10,au,1180,947,0.62382,343,2.40466
10,data,2538,2270,1.49532,1493,10.46691
10,fighting,1526,1494,0.98414,756,5.30006
10,plus,930,866,0.57046,536,3.75771
10,iran,714,607,0.39985,211,1.47925
10,brazil,786,750,0.49405,502,3.51935
10,sur,885,727,0.4789,302,2.11722
10,est,854,752,0.49537,366,2.5659
10,stigma,768,664,0.4374,33,0.23135
10,une,828,708,0.46638,322,2.25743
10,health,9755,8894,5.85875,4073,28.5544
11,canadian,5689,5302,3.49259,2523,17.68789
11,trudeau,5226,4792,3.15664,1823,12.78043
11,cdnpoli,4363,4361,2.87273,1824,12.78744
11,canada,6817,6282,4.13815,3086,21.63489
11,minister,2525,2415,1.59084,1531,10.73331
11,pm,2240,2109,1.38926,1386,9.71677
11,liberal,1975,1840,1.21207,1066,7.47336
11,justintrudeau,2114,2076,1.36753,1093,7.66265
11,leader,1779,1718,1.1317,1321,9.26108
11,mean,1617,1524,1.00391,1266,8.87549
11,party,1360,1299,0.85569,1039,7.28407
11,shut,1309,1263,0.83198,961,6.73724
11,justin,1255,1197,0.7885,788,5.5244
11,people,18119,15721,10.35591,5875,41.18761
11,prime,1201,1172,0.77203,879,6.16237
12,virus,5415,5080,3.34635,2833,19.86119
12,say,9102,8458,5.57155,4007,28.0917
12,spread,4154,3898,2.56773,2438,17.09198
12,china,3300,2791,1.83852,1572,11.02075
12,asymptomatic,1434,1333,0.87809,970,6.80034
12,world,4694,4468,2.94321,2766,19.39148
12,rare,954,935,0.61591,739,5.18087
12,organization,962,952,0.62711,791,5.54543
12,chinese,1067,988,0.65083,692,4.85137
12,100,1053,1016,0.66927,840,5.88895
12,wuhan,968,898,0.59154,662,4.64105
12,expert,1987,1910,1.25818,1406,9.85698
12,said,3242,3110,2.04865,2037,14.28071
12,transmission,1075,1027,0.67652,794,5.56646
12,fuck,684,644,0.42422,548,3.84184
13,news,4300,4158,2.739,2501,17.53365
13,worker,4125,3675,2.42084,2143,15.02384
13,good,3182,3070,2.0223,2216,15.53561
13,positive,2665,2530,1.66659,1657,11.61666
13,bad,1366,1238,0.81551,1042,7.3051
13,tested,2084,1822,1.20021,1346,9.43634
13,wrong,1399,1336,0.88006,1118,7.83791
13,national,1551,1522,1.00259,1165,8.16741
13,twitter,1203,1114,0.73383,909,6.37269
13,getting,1927,1837,1.21009,1472,10.31969
13,school,1723,1474,0.97097,1114,7.80987
13,week,5852,5374,3.54002,3147,22.06254
13,tweet,833,801,0.52764,685,4.8023
13,report,3696,3447,2.27065,2160,15.14302
13,test,2967,2592,1.70743,1730,12.12844
14,onpoli,2539,2538,1.67186,1215,8.51795
14,ford,2206,2012,1.32537,1085,7.60656
14,fordnation,1954,1914,1.26081,989,6.93354
14,ableg,1908,1883,1.24039,625,4.38166
14,ontario,4986,4610,3.03675,2093,14.6733
14,premier,1954,1792,1.18045,1128,7.90802
14,pandemic,24302,23602,15.54737,7322,51.33202
14,doug,1151,1129,0.74371,724,5.07572
14,got,1936,1883,1.24039,1473,10.3267
14,alberta,1433,1313,0.86491,704,4.9355
14,decision,1070,1027,0.67652,863,6.0502
14,stage,993,881,0.58034,720,5.04767
14,say,9102,8458,5.57155,4007,28.0917
14,started,975,961,0.63304,847,5.93803
14,kenney,881,808,0.53225,454,3.18284
15,help,4177,3862,2.54402,2456,17.21817
15,vaccine,1944,1561,1.02828,1077,7.55048
15,way,3518,3356,2.2107,2378,16.67134
15,good,3182,3070,2.0223,2216,15.53561
15,need,6553,6193,4.07952,3577,25.07712
15,study,2049,1863,1.22722,1247,8.74229
15,fight,1676,1627,1.07176,1260,8.83343
15,thread,1000,989,0.65149,721,5.05468
15,business,3766,3356,2.2107,2114,14.82053
15,hydroxychloroquine,870,842,0.55465,615,4.31155
15,small,1061,993,0.65412,827,5.79781
15,time,7200,6799,4.47871,3819,26.7737
15,look,2326,2276,1.49927,1692,11.86203
15,canada,6817,6282,4.13815,3086,21.63489
15,yes,838,813,0.53555,718,5.03365
