Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,24302,23602,15.54737,7322,51.33202
1,people,18119,15721,10.35591,5875,41.18761
1,thing,2888,2768,1.82337,1970,13.81099
1,make,4100,3989,2.62768,2612,18.31183
1,think,3107,2989,1.96895,2113,14.81352
1,change,1656,1559,1.02696,1240,8.69321
1,right,5147,4813,3.17047,2908,20.38699
1,time,7200,6799,4.47871,3819,26.7737
1,lot,1428,1383,0.91103,1120,7.85193
1,risk,2580,2406,1.58491,1711,11.99523
1,going,4109,3918,2.58091,2543,17.8281
1,really,1888,1819,1.19823,1425,9.99019
1,hope,1113,1079,0.71077,902,6.32361
1,year,3472,3286,2.16459,2238,15.68985
1,need,6553,6193,4.07952,3577,25.07712
2,case,13871,10312,6.79284,3889,27.26444
2,new,13313,11473,7.55762,4576,32.08076
2,death,9786,8233,5.42333,3510,24.6074
2,number,4302,3946,2.59935,2344,16.43298
2,day,8452,7540,4.96683,3890,27.27145
2,today,6156,5889,3.87927,3266,22.8968
2,reported,1824,1680,1.10667,1151,8.06927
2,breaking,3017,2996,1.97356,1839,12.8926
2,daily,1695,1565,1.03091,1107,7.7608
2,rate,1834,1667,1.0981,1189,8.33567
2,ontario,4986,4610,3.03675,2093,14.6733
2,state,4971,4508,2.96956,2403,16.84661
2,total,2574,2291,1.50915,1475,10.34072
2,report,3696,3447,2.27065,2160,15.14302
2,june,2746,2593,1.70809,1690,11.84801
3,social,8608,8326,5.4846,3837,26.89989
3,distancing,7547,7408,4.87988,3553,24.90886
3,protest,9830,8955,5.89894,3774,26.45822
3,rule,2230,2056,1.35435,1366,9.57656
3,hand,1611,1491,0.98217,1178,8.25855
3,gathering,1410,1338,0.88138,1053,7.38222
3,open,2535,2396,1.57832,1803,12.64021
3,allowed,1166,1117,0.7358,920,6.4498
3,people,18119,15721,10.35591,5875,41.18761
3,park,1066,987,0.65017,804,5.63657
3,attend,1028,926,0.60999,718,5.03365
3,funeral,937,866,0.57046,648,4.54291
3,physical,913,896,0.59022,719,5.04066
3,thousand,2879,2762,1.81942,1755,12.3037
3,large,879,868,0.57178,729,5.11077
4,mask,6713,5851,3.85424,3288,23.05104
4,trump,10708,9410,6.19866,3049,21.37549
4,face,1898,1829,1.20482,1368,9.59058
4,away,1721,1693,1.11523,1358,9.52047
4,wear,1803,1688,1.11194,1307,9.16293
4,day,8452,7540,4.96683,3890,27.27145
4,line,1515,1484,0.97756,1204,8.44083
4,wearing,1398,1342,0.88402,1097,7.69069
4,swab,857,663,0.43674,598,4.19237
4,visit,1538,1491,0.98217,1204,8.44083
4,maine,703,677,0.44596,595,4.17134
4,throw,647,647,0.4262,609,4.26949
4,threat,834,819,0.5395,719,5.04066
4,production,610,595,0.39195,556,3.89792
4,poll,770,707,0.46572,593,4.15732
5,health,9755,8894,5.85875,4073,28.5544
5,care,5040,4560,3.00381,2731,19.1461
5,support,3590,3403,2.24166,2251,15.78099
5,public,5157,4816,3.17245,2837,19.88923
5,update,2909,2765,1.82139,1461,10.24257
5,dr,2912,2688,1.77067,1802,12.6332
5,community,2822,2652,1.74696,1849,12.9627
5,second,1648,1587,1.04541,1219,8.54599
5,thank,1467,1404,0.92486,1119,7.84492
5,wave,1289,1173,0.77269,940,6.59002
5,live,2062,1992,1.31219,1336,9.36624
5,sick,1496,1322,0.87084,1011,7.08777
5,testing,2329,2078,1.36884,1429,10.01823
5,bc,2171,2009,1.32339,1133,7.94307
5,service,1854,1760,1.15937,1340,9.39428
6,protest,9830,8955,5.89894,3774,26.45822
6,police,4177,3751,2.4709,2272,15.92821
6,people,18119,15721,10.35591,5875,41.18761
6,realdonaldtrump,3088,3006,1.98015,1544,10.82445
6,black,3302,2789,1.8372,1894,13.27818
