Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
hit,988,968,0.85029,771,6.52671
oil,976,862,0.75718,666,5.63786
end,971,946,0.83097,803,6.7976
part,969,927,0.81428,761,6.44206
distancing,969,953,0.83712,804,6.80606
pm,967,847,0.74401,696,5.89181
major,967,958,0.84151,770,6.51824
low,964,943,0.82833,760,6.43359
doesnt,964,891,0.78266,713,6.03572
closed,963,911,0.80022,762,6.45052
long,961,934,0.82043,760,6.43359
might,958,916,0.80462,755,6.39126
5,958,913,0.80198,716,6.06112
area,957,927,0.81428,725,6.13731
member,951,930,0.81691,720,6.09498
money,948,852,0.7484,738,6.24735
force,937,929,0.81604,754,6.3828
called,936,892,0.78354,737,6.23889
something,931,901,0.79144,754,6.3828
threat,927,877,0.77036,705,5.968
price,927,846,0.74313,691,5.84949
seattle,926,868,0.76245,561,4.74901
full,925,910,0.79935,746,6.31508
14,923,888,0.78002,741,6.27275
billion,922,839,0.73698,665,5.62939
top,921,912,0.8011,746,6.31508
briefing,921,802,0.70448,558,4.72361
according,915,896,0.78705,658,5.57013
open,913,854,0.75016,732,6.19656
supply,912,841,0.73874,672,5.68865
biden,912,818,0.71853,611,5.17227
leadership,911,898,0.78881,725,6.13731
situation,907,876,0.76948,751,6.3574
sense,906,897,0.78793,790,6.68755
human,905,867,0.76158,720,6.09498
employee,903,848,0.74489,661,5.59553
kill,899,850,0.74664,720,6.09498
common,896,889,0.7809,814,6.89071
woman,888,828,0.72732,663,5.61246
held,888,883,0.77563,772,6.53517
county,887,762,0.66934,449,3.8009
ban,887,836,0.73434,674,5.70558
others,885,869,0.76333,733,6.20503
congress,881,851,0.74752,643,5.44316
ever,879,853,0.74928,724,6.12884
nation,877,866,0.7607,707,5.98493
scientist,874,798,0.70097,660,5.58707
save,874,863,0.75806,763,6.45899
thought,873,857,0.75279,712,6.02726
thats,871,838,0.7361,708,5.9934
went,870,823,0.72293,705,5.968
w,868,770,0.67637,612,5.18073
cdcgov,861,861,0.7563,665,5.62939
feel,854,797,0.70009,709,6.00186
precaution,851,843,0.74049,769,6.50978
california,851,800,0.70272,594,5.02836
youre,848,789,0.69306,664,5.62093
paper,846,762,0.66934,658,5.57013
everything,842,812,0.71326,680,5.75637
step,841,814,0.71502,680,5.75637
issue,838,791,0.69482,651,5.51088
university,836,802,0.70448,630,5.33311
prepared,836,780,0.68515,665,5.62939
party,835,808,0.70975,644,5.45162
committee,835,759,0.66671,580,4.90985
together,828,804,0.70624,688,5.82409
usa,825,745,0.65441,570,4.82519
food,825,773,0.67901,676,5.72251
result,824,801,0.7036,671,5.68018
actually,824,816,0.71678,690,5.84102
serious,823,794,0.69745,694,5.87488
early,823,803,0.70536,638,5.40083
york,818,768,0.67461,576,4.87598
et,818,653,0.5736,404,3.41996
allowed,817,816,0.71678,691,5.84949
tweet,812,795,0.69833,668,5.65479
uk,811,741,0.6509,536,4.53737
find,809,792,0.69569,688,5.82409
clear,809,807,0.70887,662,5.604
passenger,806,710,0.62367,531,4.49505
answer,806,731,0.64211,641,5.42623
ableg,805,803,0.70536,403,3.4115
ask,803,686,0.60258,606,5.12994
source,801,777,0.68252,641,5.42623
contain,800,790,0.69394,656,5.5532
vp,799,761,0.66846,570,4.82519
friend,798,758,0.66583,651,5.51088
20,797,794,0.69745,631,5.34157
thread,796,777,0.68252,611,5.17227
officer,796,788,0.69218,659,5.5786
north,795,773,0.67901,660,5.58707
justintrudeau,792,770,0.67637,596,5.04529
using,791,779,0.68428,664,5.62093
available,789,763,0.67022,638,5.40083
toll,786,776,0.68164,525,4.44426
potus,786,770,0.67637,540,4.57124
nurse,786,668,0.58677,535,4.52891
visit,784,775,0.68076,656,5.5532
he,782,698,0.61313,575,4.86752
govt,782,741,0.6509,635,5.37543
vote,779,713,0.6263,564,4.7744
policy,779,750,0.6588,634,5.36697
2020,779,767,0.67373,661,5.59553
per,776,709,0.62279,603,5.10455
shut,774,745,0.65441,626,5.29925
hope,771,754,0.66232,641,5.42623
idea,767,702,0.61664,603,5.10455
check,767,716,0.62894,639,5.40929
seriously,765,756,0.66407,642,5.43469
yesterday,764,758,0.66583,607,5.13841
continue,764,748,0.65705,658,5.57013
isnt,760,723,0.63509,621,5.25692
truth,758,736,0.6465,567,4.7998
statement,757,736,0.6465,631,5.34157
dear,757,747,0.65617,563,4.76594
wait,755,738,0.64826,644,5.45162
folk,753,733,0.64387,628,5.31618
chief,753,747,0.65617,627,5.30771
50,751,711,0.62454,598,5.06222
15,751,708,0.62191,597,5.05375
seen,744,730,0.64123,625,5.29078
combat,741,740,0.65002,601,5.08762
theyre,738,677,0.59468,571,4.83366
dead,738,679,0.59644,510,4.31728
salary,737,672,0.59029,483,4.08872
head,735,729,0.64036,611,5.17227
screening,733,701,0.61576,578,4.89291
run,733,727,0.6386,596,5.04529
12,733,719,0.63157,584,4.94371
info,732,708,0.62191,592,5.01143
8,730,698,0.61313,575,4.86752
calling,729,698,0.61313,588,4.97757
europe,728,701,0.61576,577,4.88445
talking,727,722,0.63421,614,5.19766
cpac,725,665,0.58414,442,3.74164
treatment,720,680,0.59731,559,4.73207
left,720,662,0.5815,571,4.83366
outside,718,695,0.61049,566,4.79133
old,718,589,0.51738,508,4.30035
line,718,704,0.6184,606,5.12994
un,714,645,0.56657,452,3.82629
lab,714,642,0.56393,504,4.26649
talk,713,693,0.60873,604,5.11301
high,713,691,0.60698,581,4.91831
order,709,695,0.61049,582,4.92678
data,708,656,0.57623,524,4.43579
deadly,707,703,0.61752,594,5.02836
cancelled,706,672,0.59029,574,4.85905
calm,706,701,0.61576,655,5.54474
tax,704,621,0.54549,520,4.40193
reason,704,685,0.60171,591,5.00296
hard,704,690,0.6061,592,5.01143
citizen,704,655,0.57535,568,4.80826
dangerous,702,686,0.60258,563,4.76594
safety,701,694,0.60961,619,5.23999
message,701,692,0.60785,597,5.05375
cause,699,681,0.59819,599,5.07068
try,698,684,0.60083,605,5.12148
exposed,696,680,0.59731,528,4.46965
population,694,645,0.56657,526,4.45272
morning,693,685,0.60171,601,5.08762
january,693,667,0.58589,555,4.69821
audio,690,690,0.6061,479,4.05485
airport,689,652,0.57272,565,4.78287
closing,685,663,0.58238,589,4.98603
cancel,684,669,0.58765,563,4.76594
word,683,659,0.57887,550,4.65589
communist,683,659,0.57887,492,4.1649
student,681,634,0.55691,508,4.30035
set,681,664,0.58326,563,4.76594
remember,681,671,0.58941,578,4.89291
meeting,680,653,0.5736,554,4.68975
gathering,680,613,0.53846,515,4.3596
yes,677,642,0.56393,571,4.83366
soon,676,668,0.58677,563,4.76594
guy,676,657,0.57711,577,4.88445
slow,675,657,0.57711,559,4.73207
reporting,675,659,0.57887,566,4.79133
cost,672,644,0.56569,538,4.5543
claim,668,646,0.56745,555,4.69821
resident,667,634,0.55691,496,4.19876
little,666,648,0.5692,572,4.84212
elderly,664,645,0.56657,553,4.68128
child,662,577,0.50684,480,4.06332
almost,661,655,0.57535,581,4.91831
came,660,638,0.56042,562,4.75747
act,660,634,0.55691,561,4.74901
prime,659,635,0.55779,541,4.5797
fauci,659,625,0.549,452,3.82629
toilet,657,618,0.54285,548,4.63896
international,655,628,0.55164,511,4.32574
fake,651,580,0.50947,489,4.13951
covid2019,651,648,0.5692,437,3.69931
research,649,562,0.49366,490,4.14797
killed,649,632,0.55515,562,4.75747
used,648,638,0.56042,568,4.80826
racist,648,601,0.52792,513,4.34267
share,646,625,0.549,567,4.7998
ill,642,619,0.54373,533,4.51198
cnn,641,610,0.53583,487,4.12258
quarantined,640,631,0.55427,522,4.41886
note,640,628,0.55164,545,4.61356
italian,640,602,0.5288,481,4.07179
knew,638,632,0.55515,481,4.07179
level,635,601,0.52792,526,4.45272
night,634,615,0.54022,522,4.41886
ready,632,622,0.54637,527,4.46119
hold,631,627,0.55076,542,4.58817
entire,629,610,0.53583,528,4.46965
maybe,628,578,0.50772,499,4.22416
lockdown,628,602,0.5288,495,4.1903
found,627,562,0.49366,481,4.07179
task,624,619,0.54373,536,4.53737
wont,621,565,0.4963,500,4.23263
failure,621,593,0.52089,482,4.08025
continues,621,607,0.53319,516,4.36807
didnt,620,561,0.49278,488,4.13104
demand,619,584,0.51299,492,4.1649
zero,618,593,0.52089,499,4.22416
telling,617,608,0.53407,543,4.59663
second,617,609,0.53495,523,4.42733
rally,614,579,0.5086,441,3.73318
large,613,597,0.52441,521,4.4104
online,612,569,0.49981,502,4.24956
friday,612,593,0.52089,487,4.12258
justin,611,605,0.53143,513,4.34267
shit,610,556,0.48839,505,4.27495
insurance,610,563,0.49454,470,3.97867
blocking,610,609,0.53495,451,3.81783
100,610,602,0.5288,540,4.57124
condition,608,587,0.51562,482,4.08025
34,608,563,0.49454,449,3.8009
group,607,583,0.51211,497,4.20723
india,606,518,0.45501,332,2.81046
understand,604,591,0.51914,510,4.31728
security,604,547,0.48049,468,3.96174
handling,604,586,0.51474,488,4.13104
trip,603,551,0.484,465,3.93634
general,600,585,0.51387,499,4.22416
article,600,579,0.5086,461,3.90248
thanks,599,594,0.52177,542,4.58817
address,599,565,0.4963,486,4.11411
access,599,567,0.49805,501,4.24109
worst,598,542,0.47609,490,4.14797
ottawa,593,470,0.41285,376,3.18293
governor,593,554,0.48664,439,3.71624
france,593,577,0.50684,451,3.81783
resource,592,568,0.49893,500,4.23263
true,590,585,0.51387,519,4.39346
princess,590,570,0.50069,435,3.68238
fighting,589,583,0.51211,330,2.79353
wh,587,553,0.48576,399,3.37763
literally,587,577,0.50684,482,4.08025
war,586,550,0.48312,468,3.96174
regime,586,528,0.4638,248,2.09938
bringing,586,574,0.5042,465,3.93634
able,586,572,0.50245,502,4.24956
7,586,562,0.49366,455,3.85169
moment,585,579,0.5086,505,4.27495
center,583,549,0.48224,427,3.61466
needed,581,567,0.49805,487,4.12258
whole,580,573,0.50332,517,4.37653
leading,580,580,0.50947,502,4.24956
history,580,572,0.50245,500,4.23263
here,580,578,0.50772,508,4.30035
fatality,580,516,0.45326,408,3.45382
prepare,579,571,0.50157,513,4.34267
monday,578,569,0.49981,466,3.94481
transmission,576,549,0.48224,432,3.65699
seems,575,564,0.49542,476,4.02946
worry,574,549,0.48224,501,4.24109
looking,571,521,0.45765,475,4.02099
fox,570,518,0.45501,406,3.43689
campaign,569,552,0.48488,465,3.93634
putting,567,498,0.43744,458,3.87708
vulnerable,564,558,0.49015,504,4.26649
mike,564,525,0.46116,437,3.69931
wrong,563,547,0.48049,480,4.06332
maga,563,557,0.48927,372,3.14907
become,563,548,0.48136,472,3.9956
pelosi,562,493,0.43305,381,3.22526
bank,562,521,0.45765,442,3.74164
ppl,561,437,0.38386,350,2.96284
japan,560,550,0.48312,429,3.63159
there,558,538,0.47258,475,4.02099
senate,556,525,0.46116,430,3.64006
joe,556,487,0.42778,400,3.3861
organization,555,549,0.48224,489,4.13951
despite,554,550,0.48312,457,3.86862
politics,552,536,0.47082,452,3.82629
took,550,532,0.46731,467,3.95327
rise,550,538,0.47258,414,3.50461
matter,550,520,0.45677,466,3.94481
du,550,452,0.39704,249,2.10785
9,550,536,0.47082,440,3.72471
critical,549,543,0.47697,456,3.86015
play,548,536,0.47082,473,4.00406
florida,547,529,0.46468,424,3.58927
god,546,524,0.46028,453,3.83476
water,545,489,0.42954,440,3.72471
provide,545,542,0.47609,483,4.08872
asking,544,539,0.47346,476,4.02946
store,543,496,0.43569,429,3.63159
iranian,543,513,0.45062,320,2.70888
increase,543,526,0.46204,455,3.85169
election,543,520,0.45677,441,3.73318
tonight,542,508,0.44623,452,3.82629
false,542,535,0.46995,453,3.83476
else,542,538,0.47258,491,4.15644
drug,542,492,0.43217,414,3.50461
coronaoutbreak,542,541,0.47522,398,3.36917
always,541,515,0.45238,475,4.02099
worried,540,492,0.43217,444,3.75857
hell,539,524,0.46028,459,3.88555
professional,537,519,0.45589,472,3.9956
hear,537,529,0.46468,474,4.01253
sent,536,532,0.46731,457,3.86862
let,536,518,0.45501,467,3.95327
gaetz,536,488,0.42866,373,3.15754
room,535,516,0.45326,445,3.76704
power,535,514,0.4515,465,3.93634
interest,535,517,0.45413,464,3.92788
air,534,509,0.44711,449,3.8009
worldwide,532,522,0.45853,459,3.88555
completely,532,508,0.44623,449,3.8009
matt,530,523,0.4594,394,3.33531
tuesday,529,511,0.44886,410,3.47075
capacity,529,500,0.4392,423,3.5808
trust,525,481,0.42251,421,3.56387
guess,523,522,0.45853,477,4.03792
lead,521,509,0.44711,469,3.9702
turn,520,520,0.45677,460,3.89402
gov,520,496,0.43569,428,3.62313
ahead,520,513,0.45062,446,3.7755
agency,520,512,0.44974,424,3.58927
taken,518,518,0.45501,462,3.91095
airline,518,489,0.42954,416,3.52154
western,517,350,0.30744,330,2.79353
massive,516,494,0.43393,452,3.82629
growing,516,513,0.45062,449,3.8009
attendee,516,476,0.41812,355,3.00516
pas,515,489,0.42954,421,3.56387
game,514,460,0.40407,400,3.3861
former,513,497,0.43657,434,3.67392
stopped,512,496,0.43569,428,3.62313
healthy,511,478,0.41988,441,3.73318
allow,510,507,0.44535,447,3.78397
profit,509,492,0.43217,399,3.37763
kid,509,472,0.41461,429,3.63159
chance,509,502,0.44096,453,3.83476
budget,509,446,0.39177,380,3.2168
conservative,508,484,0.42515,430,3.64006
duty,506,506,0.44447,374,3.166
drugmakers,506,506,0.44447,387,3.27605
cover,504,493,0.43305,443,3.75011
reporter,503,488,0.42866,420,3.55541
cabinet,503,499,0.43832,404,3.41996
selfquarantine,502,493,0.43305,423,3.5808
facility,502,476,0.41812,396,3.35224
illness,501,485,0.42603,403,3.4115
higher,500,486,0.4269,406,3.43689
cbc,500,467,0.41021,361,3.05596
henry,499,488,0.42866,315,2.66655
four,499,494,0.43393,443,3.75011
warning,498,486,0.4269,428,3.62313
stupid,498,471,0.41373,424,3.58927
shortage,498,486,0.4269,422,3.57234
senior,498,462,0.40582,405,3.42843
los,497,442,0.38825,306,2.59037
absolutely,496,494,0.43393,445,3.76704
er,494,403,0.354,359,3.03902
60,494,474,0.41636,400,3.3861
supporter,492,473,0.41548,379,3.20833
30,490,479,0.42075,430,3.64006
move,489,479,0.42075,418,3.53847
especially,489,487,0.42778,443,3.75011
course,489,481,0.42251,429,3.63159
rt,488,479,0.42075,391,3.30991
weekend,484,468,0.41109,404,3.41996
based,484,475,0.41724,427,3.61466
lied,483,332,0.29163,303,2.56497
kind,483,472,0.41461,429,3.63159
onpoli,481,480,0.42163,355,3.00516
vancouver,480,462,0.40582,333,2.81893
industry,480,457,0.40143,399,3.37763
immediately,480,468,0.41109,426,3.6062
whether,478,445,0.39089,395,3.34377
package,478,461,0.40494,389,3.29298
running,477,470,0.41285,422,3.57234
dying,477,463,0.4067,405,3.42843
failed,476,432,0.37947,374,3.166
related,475,471,0.41373,424,3.58927
infectious,475,423,0.37156,381,3.22526
