Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
11,medical,2164,2081,1.82796,1431,12.11377
11,crisis,2864,2740,2.40682,1692,14.3232
11,dr,2063,1940,1.7041,1325,11.21646
11,world,3752,3550,3.11833,2259,19.123
11,important,1362,1328,1.16652,1040,8.80386
11,global,2116,2026,1.77964,1420,12.02066
11,human,905,867,0.76158,720,6.09498
11,yes,677,642,0.56393,571,4.83366
11,message,701,692,0.60785,597,5.05375
11,officer,796,788,0.69218,659,5.5786
11,service,1076,1040,0.91354,889,7.52561
12,wuhan,1936,1763,1.54862,1051,8.89698
12,virus,8650,7759,6.81553,3539,29.95852
12,china,9211,8125,7.13702,3170,26.83484
12,chinese,2072,1848,1.62329,1184,10.02286
12,racist,648,601,0.52792,513,4.34267
12,party,835,808,0.70975,644,5.45162
12,calling,729,698,0.61313,588,4.97757
12,used,648,638,0.56042,568,4.80826
12,deadly,707,703,0.61752,594,5.02836
12,sorry,291,280,0.24595,269,2.27715
12,communist,683,659,0.57887,492,4.1649
12,exactly,332,330,0.28987,307,2.59883
12,study,337,325,0.28548,281,2.37874
12,strain,292,273,0.2398,244,2.06552
12,dog,297,188,0.16514,169,1.43063
13,spread,5503,5355,4.70385,2869,24.2868
13,virus,8650,7759,6.81553,3539,29.95852
13,le,1676,1403,1.2324,976,8.26208
13,spreading,1496,1488,1.30706,1111,9.40489
13,prevent,1088,1083,0.95131,887,7.50868
13,cpac,725,665,0.58414,442,3.74164
13,et,818,653,0.5736,404,3.41996
13,du,550,452,0.39704,249,2.10785
13,quickly,410,407,0.35751,368,3.11521
13,pour,451,380,0.33379,253,2.14171
13,gt,276,250,0.2196,122,1.03276
13,sarscov2,336,322,0.28285,201,1.70152
13,au,377,332,0.29163,200,1.69305
13,hand,3465,3122,2.74237,2081,17.61619
13,plus,333,312,0.27406,261,2.20943
14,sick,3827,3324,2.91981,2077,17.58232
14,leave,1272,1178,1.03476,908,7.68645
14,help,3221,3098,2.72129,2092,17.7093
14,paid,1217,1117,0.98118,856,7.24625
14,worker,2417,2142,1.88154,1500,12.69788
14,work,3446,3182,2.79508,2059,17.42995
14,emergency,2344,2261,1.98607,1431,12.11377
14,support,1283,1234,1.08395,991,8.38906
14,time,5256,4956,4.35336,2803,23.7281
14,billion,922,839,0.73698,665,5.62939
14,pay,1041,959,0.84239,778,6.58596
14,family,1426,1381,1.21307,1083,9.16787
14,money,948,852,0.7484,738,6.24735
14,god,546,524,0.46028,453,3.83476
14,gaetz,536,488,0.42866,373,3.15754
15,president,4824,4415,3.87815,1951,16.5157
15,realdonaldtrump,3888,3860,3.39063,1578,13.35816
15,cruise,1593,1405,1.23416,933,7.89808
15,ship,1510,1328,1.16652,900,7.61873
15,iran,3308,2900,2.54737,1241,10.50538
15,united,1260,1233,1.08307,909,7.69491
15,fight,1474,1448,1.27193,1078,9.12554
15,state,4279,3970,3.48726,1986,16.81199
15,trump,17203,14338,12.59454,3147,26.64014
15,salary,737,672,0.59029,483,4.08872
15,check,767,716,0.62894,639,5.40929
15,passenger,806,710,0.62367,531,4.49505
15,california,851,800,0.70272,594,5.02836
15,princess,590,570,0.50069,435,3.68238
15,combat,741,740,0.65002,601,5.08762
16,flu,2706,2290,2.01154,1523,12.89258
16,rate,2327,2025,1.77877,1338,11.3265
16,death,4934,4199,3.68841,2025,17.14213
16,cut,1389,1227,1.0778,909,7.69491
16,disease,2057,1942,1.70586,1351,11.43655
16,hit,988,968,0.85029,771,6.52671
16,died,1483,1401,1.23064,986,8.34674
16,global,2116,2026,1.77964,1420,12.02066
16,state,4279,3970,3.48726,1986,16.81199
16,die,1261,1187,1.04266,908,7.68645
16,washington,1076,1030,0.90475,703,5.95107
16,governor,593,554,0.48664,439,3.71624
16,people,13996,12132,10.65678,4427,37.47566
16,bank,562,521,0.45765,442,3.74164
16,fatality,580,516,0.45326,408,3.45382
17,think,2783,2654,2.33128,1744,14.7634
17,going,3427,3208,2.81792,1994,16.87971
17,good,2428,2322,2.03965,1694,14.34013
17,thing,2567,2506,2.20128,1726,14.61102
17,social,1552,1491,1.3097,1181,9.99746
17,really,1901,1803,1.58376,1316,11.14027
17,make,3317,3133,2.75204,2029,17.17599
17,great,1296,1267,1.11294,1024,8.66842
17,bad,1184,1126,0.98908,900,7.61873
17,distancing,969,953,0.83712,804,6.80606
17,lot,1231,1180,1.03652,949,8.03352
17,sure,1040,1023,0.89861,850,7.19546
17,got,1457,1388,1.21922,1083,9.16787
17,thats,871,838,0.7361,708,5.9934
17,know,3989,3732,3.2782,2175,18.41192
18,say,7647,7112,6.2472,3104,26.27614
18,travel,2615,2369,2.08094,1577,13.3497
18,stop,3033,2858,2.51047,1906,16.13477
18,outbreak,6398,6282,5.51813,2786,23.58419
18,people,13996,12132,10.65678,4427,37.47566
18,believe,989,959,0.84239,745,6.30661
18,ban,887,836,0.73434,674,5.70558
18,doesnt,964,891,0.78266,713,6.03572
18,amid,1326,1319,1.15861,894,7.56793
18,trump,17203,14338,12.59454,3147,26.64014
18,course,489,481,0.42251,429,3.63159
18,iran,3308,2900,2.54737,1241,10.50538
18,way,2494,2419,2.12486,1666,14.10311
18,restriction,409,397,0.34873,360,3.04749
18,airline,518,489,0.42954,416,3.52154
19,need,6366,5603,4.92169,2983,25.25184
19,know,3989,3732,3.2782,2175,18.41192
19,right,2731,2515,2.20918,1704,14.42479
19,national,1489,1419,1.24645,1094,9.26098
19,trump,17203,14338,12.59454,3147,26.64014
19,canadian,3669,3196,2.80738,1944,16.45645
19,away,1094,1062,0.93286,908,7.68645
19,border,1787,1562,1.37207,1089,9.21866
19,liberal,1093,1031,0.90563,727,6.15424
19,govt,782,741,0.6509,635,5.37543
19,tweet,812,795,0.69833,668,5.65479
19,ready,632,622,0.54637,527,4.46119
19,slow,675,657,0.57711,559,4.73207
19,spread,5503,5355,4.70385,2869,24.2868
19,office,1222,1168,1.02597,937,7.93194
20,testing,5353,4708,4.13552,2003,16.9559
20,day,5126,4630,4.067,2551,21.59485
20,free,1248,1130,0.9926,916,7.75417
20,south,1555,1476,1.29652,901,7.62719
20,obama,1084,995,0.87401,658,5.57013
20,korea,1833,1743,1.53106,1089,9.21866
20,wait,755,738,0.64826,644,5.45162
20,blame,1013,874,0.76772,674,5.70558
20,response,4477,4267,3.74814,2309,19.54626
20,lack,1166,994,0.87313,703,5.95107
20,administration,2364,2278,2.001,1102,9.32871
20,number,3672,3281,2.88204,1779,15.05968
20,trump,17203,14338,12.59454,3147,26.64014
20,failure,621,593,0.52089,482,4.08025
20,zero,618,593,0.52089,499,4.22416
