Tweet ID,Weight,Total Times Tweeted,Tweet Text
1243743059881398272,0.05412,1,"Coronavirus cases:

3/1 89
3/2 105
3/3 125
3/4 159
3/5 227
3/6 331
3/7 444
3/8 564
3/9 728
3/10 1000
3/11 1267
3/12 1645
3/13 2204
3/14 2826
3/15 3505
3/16 4466
3/17 6135
3/18 8760
3/19 13229
3/20 18763
3/21 25740
3/22 34276
3/23 42663
3/24 52976
3/25 65273
3/26 82135
Now 101295"
1243496237392945153,0.05406,1,"Reported US coronavirus cases:

3/1 89
3/2 105
3/3 125
3/4 159
3/5 227
3/6 331
3/7 444
3/8 564
3/9 728
3/10 1000
3/11 1267
3/12 1645
3/13 2204
3/14 2826
3/15 3505
3/16 4466
3/17 6135
3/18 8760
3/19 13229
3/20 18763
3/21 25740
3/22 34276
3/23 42663
3/24 52976
3/25 65273
Now 82135"
1242291146589704192,0.05143,3,"Reported coronavirus cases:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
3/18: 8,760
3/19: 13,229
3/20: 18,763
3/21: 25,740
3/22: 34,276
Now: 42,663"
1241901885876994048,0.05085,8,"Reported US coronavirus cases via @CNN:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
3/18: 8,760
3/19: 13,229
3/20: 18,763
3/21: 25,740
Now: 32,502"
1241596020636749824,0.04966,1,"Reported US coronavirus cases in March via @CNN:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
3/18: 8,760
3/19: 13,229
3/20: 18,763
Now: 23,649"
1243743156291633154,0.04891,1,"Reported US coronavirus deaths:

3/1: 2
3/2: 6
3/3: 9
3/4: 11
3/5: 12
3/6: 17
3/7: 19
3/8: 21
3/9: 26
3/10: 31
3/11: 38
3/12: 41
3/13: 49
3/14: 58
3/15: 65
3/16: 87
3/17: 111
3/18: 149
3/19: 195
3/20: 263
3/21: 323
3/22: 413
3/23: 541
3/24: 704
3/25: 938
3/26: 1,195
Now: 1,588"
1241225902945681408,0.04851,4,"Reported US coronavirus cases in March via @CNN:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
3/18: 8,760
3/19: 13,229
Now: 18,182"
1241031639334916096,0.04792,1,"Reported US coronavirus cases in March via @CNN:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
3/18: 8,760
Now: 13,229"
1242710535377952769,0.04776,1,"82. Liverpool
81.
80.
79.
78.
77.
76.
75.
74.
73.
72.
71.
70.
69.
68.
67.
66.
65.
64.
63.
62.
61.
60.
59.
58.
57.
56.
55.
54.
53.
52.
51.
50.
49.
48.
47.
46.
45. Manchester United

Social Distancing https://t.co/8Mhf0fUne3"
1242318883937280000,0.0477,2,"Total US coronavirus deaths in March via @CNN:

3/1: 2
3/2: 6
3/3: 9
3/4: 11
3/5: 12
3/6: 17
3/7: 19
3/8: 21
3/9: 26
3/10: 31
3/11: 38
3/12: 41
3/13: 49
3/14: 58
3/15: 65
3/16: 87
3/17: 111
3/18: 149
3/19: 195
3/20: 263
3/21: 323
3/22: 413
Now: 541"
1244830760344961025,0.04681,1,"Reported US coronavirus cases:

3/10: 1000
3/11: 1267
3/12: 1645
3/13: 2204
3/14: 2826
3/15: 3505
3/16: 4466
3/17: 6135
3/18: 8760
3/19: 13229
3/20: 18763
3/21: 25740
3/22: 34276
3/23: 42663
3/24: 52976
3/25: 65273
3/26: 82135
3/27: 101295
3/28: 121176
3/29: 139773
Now: 160377"
1240503538763157506,0.04671,2,"Reported US coronavirus cases in March via @CNN:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
3/17: 6,135
Now: 8,760"
1243559861016657927,0.04653,1,"#COVID19 update March 26 Canada: 4,043 cases
1,629 QC, 858 ON, 725 BC, 486 AB, 95 SK, 82 NL, 73 NS, 36 MB, 33 NB, 9 PEI, 3 YK, 1 NWT 0 NU, 13 RP (repatriated) 
39 deaths 
6% hospitalized, 2% in ICU
source of infection: 58% community-acquired, 40% travel, 2% pending (n=1602) https://t.co/dBAuREIDAC"
1240116110856540169,0.04543,4,"Reported US coronavirus cases in March via @CNN:

3/1: 89
3/2: 105
3/3: 125
3/4: 159
3/5: 227
3/6: 331
3/7: 444
3/8: 564
3/9: 728
3/10: 1,000
3/11: 1,267
3/12: 1,645
3/13: 2,204
3/14: 2,826
3/15: 3,505
3/16: 4,466
Now: 5,839"
1243310350340161536,0.04473,1,"#COVID19 update March 26 Canada:
4,043 cases: 1,629 QC, 858 ON, 725 BC, 486 AB, 95 SK, 82 NL, 73 NS, 36 MB, 33 NS, 5 PEI, 3 YK, 1 NWT 0 NU, 13 RP. 39 deaths 
6% hospitalized, 2% in ICU
source: 58% community-acquired, 40% travel, 2% pending (n=1602)
 https://t.co/gBHmNTjvkr"
