Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
crap,59,56,0.06798,54,0.58385
covidab,59,59,0.07162,48,0.51898
covax,59,53,0.06434,44,0.47573
cooperation,59,58,0.07041,56,0.60547
coincidence,59,59,0.07162,57,0.61628
christine,59,59,0.07162,58,0.62709
bien,59,57,0.06919,43,0.46492
believed,59,59,0.07162,56,0.60547
bag,59,58,0.07041,57,0.61628
association,59,58,0.07041,56,0.60547
assist,59,58,0.07041,57,0.61628
admin,59,59,0.07162,59,0.63791
abject,59,59,0.07162,57,0.61628
68,59,59,0.07162,57,0.61628
1400,59,55,0.06677,52,0.56222
13yearold,59,59,0.07162,58,0.62709
vance,58,58,0.07041,56,0.60547
therapy,58,57,0.06919,50,0.5406
suspect,58,58,0.07041,58,0.62709
superspreader,58,58,0.07041,51,0.55141
sue,58,58,0.07041,54,0.58385
shout,58,57,0.06919,55,0.59466
scathing,58,58,0.07041,56,0.60547
rd,58,53,0.06434,39,0.42167
qp,58,58,0.07041,52,0.56222
prince,58,57,0.06919,46,0.49735
perfectly,58,58,0.07041,57,0.61628
michellerempel,58,57,0.06919,53,0.57303
legault,58,55,0.06677,40,0.43248
jkwanmd,58,57,0.06919,48,0.51898
jdm,58,58,0.07041,11,0.11893
implementation,58,51,0.06191,48,0.51898
hw,58,58,0.07041,49,0.52979
hiv,58,46,0.05584,25,0.2703
guard,58,57,0.06919,51,0.55141
google,58,57,0.06919,49,0.52979
gold,58,56,0.06798,52,0.56222
firefordopenontario,58,58,0.07041,44,0.47573
file,58,55,0.06677,53,0.57303
faith,58,56,0.06798,54,0.58385
faced,58,58,0.07041,57,0.61628
expertise,58,58,0.07041,58,0.62709
epic,58,58,0.07041,57,0.61628
digital,58,54,0.06555,51,0.55141
depth,58,58,0.07041,57,0.61628
democratic,58,58,0.07041,57,0.61628
dehydration,58,55,0.06677,52,0.56222
cuomo,58,56,0.06798,47,0.50816
cruel,58,57,0.06919,57,0.61628
coward,58,48,0.05827,46,0.49735
circle,58,57,0.06919,54,0.58385
changing,58,58,0.07041,58,0.62709
bubble,58,55,0.06677,53,0.57303
army,58,58,0.07041,56,0.60547
anybody,58,56,0.06798,56,0.60547
adopted,58,42,0.05099,42,0.4541
8pm,58,58,0.07041,56,0.60547
121,58,57,0.06919,50,0.5406
118,58,57,0.06919,47,0.50816
write,57,55,0.06677,53,0.57303
wilson,57,54,0.06555,43,0.46492
unscientificunconstitutional,57,57,0.06919,39,0.42167
uncle,57,57,0.06919,53,0.57303
subsidy,57,52,0.06312,49,0.52979
southern,57,56,0.06798,47,0.50816
somebody,57,56,0.06798,55,0.59466
slide,57,57,0.06919,56,0.60547
size,57,56,0.06798,49,0.52979
shop,57,52,0.06312,51,0.55141
shape,57,55,0.06677,54,0.58385
seemed,57,57,0.06919,57,0.61628
sanitaires,57,56,0.06798,45,0.48654
roughly,57,57,0.06919,55,0.59466
rid,57,56,0.06798,55,0.59466
resulting,57,57,0.06919,55,0.59466
rep,57,56,0.06798,55,0.59466
reform,57,57,0.06919,57,0.61628
pmjt,57,41,0.04977,39,0.42167
plague,57,52,0.06312,50,0.5406
pierrepoilievre,57,57,0.06919,50,0.5406
physically,57,57,0.06919,54,0.58385
ottawahealth,57,54,0.06555,37,0.40004
oppose,57,45,0.05463,45,0.48654
operate,57,57,0.06919,57,0.61628
notified,57,57,0.06919,55,0.59466
melissa,57,55,0.06677,53,0.57303
looked,57,56,0.06798,56,0.60547
lived,57,57,0.06919,53,0.57303
journal,57,57,0.06919,55,0.59466
influenza,57,50,0.0607,47,0.50816
incidence,57,54,0.06555,53,0.57303
hunger,57,53,0.06434,50,0.5406
goodbye,57,56,0.06798,53,0.57303
generous,57,57,0.06919,57,0.61628
french,57,57,0.06919,53,0.57303
fewest,57,43,0.0522,41,0.44329
extending,57,55,0.06677,53,0.57303
exact,57,57,0.06919,57,0.61628
elliott,57,57,0.06919,54,0.58385
drtedros,57,57,0.06919,20,0.21624
doubled,57,57,0.06919,56,0.60547
device,57,56,0.06798,54,0.58385
correctly,57,57,0.06919,54,0.58385
confident,57,57,0.06919,56,0.60547
comparison,57,57,0.06919,49,0.52979
clown,57,57,0.06919,56,0.60547
citynews,57,56,0.06798,46,0.49735
charles,57,57,0.06919,50,0.5406
brian,57,56,0.06798,55,0.59466
blocking,57,57,0.06919,55,0.59466
becomes,57,50,0.0607,47,0.50816
beating,57,57,0.06919,57,0.61628
bankrupt,57,56,0.06798,42,0.4541
administering,57,57,0.06919,57,0.61628
achieve,57,57,0.06919,54,0.58385
92,57,57,0.06919,51,0.55141
worsen,56,56,0.06798,54,0.58385
vaers,56,48,0.05827,37,0.40004
tim,56,56,0.06798,48,0.51898
suspended,56,56,0.06798,54,0.58385
surrounding,56,55,0.06677,49,0.52979
stood,56,54,0.06555,53,0.57303
solid,56,56,0.06798,56,0.60547
reasonable,56,56,0.06798,51,0.55141
quote,56,55,0.06677,52,0.56222
proved,56,56,0.06798,54,0.58385
proposed,56,56,0.06798,54,0.58385
pho,56,56,0.06798,45,0.48654
pet,56,47,0.05705,44,0.47573
opposite,56,55,0.06677,54,0.58385
noticed,56,56,0.06798,55,0.59466
mountain,56,55,0.06677,45,0.48654
mount,56,56,0.06798,53,0.57303
mishandling,56,56,0.06798,53,0.57303
memory,56,56,0.06798,53,0.57303
journalism,56,48,0.05827,46,0.49735
institution,56,56,0.06798,54,0.58385
highrisk,56,55,0.06677,52,0.56222
hance,56,54,0.06555,53,0.57303
friendly,56,55,0.06677,54,0.58385
formed,56,56,0.06798,56,0.60547
esp,56,55,0.06677,52,0.56222
equity,56,52,0.06312,48,0.51898
enforcing,56,56,0.06798,55,0.59466
encore,56,54,0.06555,49,0.52979
determine,56,56,0.06798,53,0.57303
covidcanada,56,56,0.06798,41,0.44329
concerning,56,56,0.06798,54,0.58385
clean,56,51,0.06191,48,0.51898
chair,56,55,0.06677,55,0.59466
brianpallister,56,54,0.06555,34,0.36761
antivaxxers,56,56,0.06798,55,0.59466
alongside,56,56,0.06798,55,0.59466
allegation,56,55,0.06677,55,0.59466
aka,56,54,0.06555,45,0.48654
aggressive,56,56,0.06798,53,0.57303
advantage,56,55,0.06677,54,0.58385
acted,56,56,0.06798,53,0.57303
6th,56,54,0.06555,52,0.56222
61,56,55,0.06677,53,0.57303
workforce,55,55,0.06677,52,0.56222
unlikely,55,52,0.06312,51,0.55141
undermine,55,55,0.06677,55,0.59466
sustainable,55,54,0.06555,50,0.5406
socialism,55,20,0.02428,20,0.21624
shorter,55,55,0.06677,51,0.55141
river,55,54,0.06555,50,0.5406
rescue,55,55,0.06677,53,0.57303
rendezvous,55,52,0.06312,45,0.48654
refugee,55,52,0.06312,40,0.43248
quietly,55,50,0.0607,50,0.5406
pretend,55,54,0.06555,54,0.58385
player,55,53,0.06434,50,0.5406
phillips,55,55,0.06677,41,0.44329
perpetuate,55,55,0.06677,55,0.59466
particular,55,55,0.06677,46,0.49735
participating,55,55,0.06677,48,0.51898
onset,55,54,0.06555,52,0.56222
omg,55,55,0.06677,53,0.57303
nose,55,51,0.06191,48,0.51898
nomorelockdowns,55,55,0.06677,49,0.52979
no,55,52,0.06312,42,0.4541
meaningful,55,55,0.06677,54,0.58385
maximum,55,55,0.06677,51,0.55141
imgrund,55,55,0.06677,29,0.31355
granted,55,55,0.06677,54,0.58385
frequently,55,55,0.06677,53,0.57303
forcing,55,54,0.06555,52,0.56222
fever,55,47,0.05705,45,0.48654
expiring,55,55,0.06677,33,0.3568
eventually,55,55,0.06677,54,0.58385
ethical,55,46,0.05584,44,0.47573
elder,55,55,0.06677,52,0.56222
effectively,55,55,0.06677,52,0.56222
dc,55,55,0.06677,53,0.57303
contributing,55,55,0.06677,54,0.58385
caregiver,55,55,0.06677,51,0.55141
candidate,55,54,0.06555,51,0.55141
barrie,55,53,0.06434,38,0.41086
award,55,48,0.05827,46,0.49735
allan,55,55,0.06677,50,0.5406
activeto,55,54,0.06555,46,0.49735
46yearold,55,55,0.06677,52,0.56222
4500,55,55,0.06677,54,0.58385
2018,55,54,0.06555,49,0.52979
⁦fordnation⁩,54,54,0.06555,53,0.57303
written,54,53,0.06434,53,0.57303
widely,54,54,0.06555,51,0.55141
useless,54,53,0.06434,52,0.56222
us,54,53,0.06434,51,0.55141
travelling,54,54,0.06555,53,0.57303
transmitted,54,54,0.06555,51,0.55141
tom,54,53,0.06434,51,0.55141
tokyo,54,51,0.06191,43,0.46492
surpassed,54,54,0.06555,52,0.56222
suppression,54,54,0.06555,50,0.5406
suicidal,54,54,0.06555,53,0.57303
stuck,54,51,0.06191,49,0.52979
stared,54,54,0.06555,52,0.56222
square,54,51,0.06191,36,0.38923
shri,54,54,0.06555,4,0.04325
rn,54,52,0.06312,43,0.46492
replaced,54,54,0.06555,54,0.58385
recession,54,54,0.06555,52,0.56222
recall,54,54,0.06555,54,0.58385
provincewide,54,54,0.06555,50,0.5406
protein,54,51,0.06191,44,0.47573
presentation,54,54,0.06555,54,0.58385
nouveaux,54,52,0.06312,32,0.34598
narendra,54,54,0.06555,44,0.47573
municipality,54,48,0.05827,48,0.51898
memorial,54,50,0.0607,46,0.49735
mazen,54,53,0.06434,50,0.5406
lorraine,54,39,0.04734,37,0.40004
legacy,54,54,0.06555,53,0.57303
lasting,54,54,0.06555,53,0.57303
labrador,54,53,0.06434,48,0.51898
hawaii,54,52,0.06312,49,0.52979
governing,54,52,0.06312,49,0.52979
epidemiology,54,54,0.06555,44,0.47573
emotional,54,54,0.06555,51,0.55141
emerging,54,54,0.06555,54,0.58385
eliminated,54,54,0.06555,35,0.37842
dark,54,53,0.06434,50,0.5406
costco,54,54,0.06555,53,0.57303
collapse,54,54,0.06555,48,0.51898
censorship,54,54,0.06555,48,0.51898
catholic,54,51,0.06191,49,0.52979
burden,54,53,0.06434,51,0.55141
bravo,54,50,0.0607,48,0.51898
apologize,54,54,0.06555,52,0.56222
98,54,52,0.06312,44,0.47573
589,54,54,0.06555,48,0.51898
56,54,54,0.06555,47,0.50816
1995,54,54,0.06555,54,0.58385
15000,54,54,0.06555,53,0.57303
wellness,53,52,0.06312,48,0.51898
victoria,53,53,0.06434,52,0.56222
utterly,53,53,0.06434,51,0.55141
undertaking,53,53,0.06434,45,0.48654
tour,53,47,0.05705,41,0.44329
throwing,53,53,0.06434,50,0.5406
silent,53,52,0.06312,51,0.55141
shopping,53,52,0.06312,52,0.56222
select,53,51,0.06191,49,0.52979
scale,53,53,0.06434,53,0.57303
republic,53,53,0.06434,28,0.30274
reaching,53,52,0.06312,52,0.56222
radio,53,53,0.06434,51,0.55141
q,53,49,0.05948,45,0.48654
ontarioauditor,53,53,0.06434,49,0.52979
neighbor,53,53,0.06434,52,0.56222
municipal,53,52,0.06312,50,0.5406
mall,53,51,0.06191,45,0.48654
jesus,53,53,0.06434,52,0.56222
involved,53,53,0.06434,50,0.5406
indictment,53,53,0.06434,53,0.57303
implication,53,53,0.06434,53,0.57303
identify,53,53,0.06434,50,0.5406
hang,53,52,0.06312,50,0.5406
ha,53,40,0.04856,31,0.33517
frankly,53,53,0.06434,50,0.5406
extraordinary,53,49,0.05948,48,0.51898
evidencebased,53,53,0.06434,50,0.5406
european,53,51,0.06191,47,0.50816
etobicoke,53,37,0.04492,32,0.34598
era,53,53,0.06434,52,0.56222
ditched,53,53,0.06434,53,0.57303
destroy,53,53,0.06434,51,0.55141
counter,53,53,0.06434,52,0.56222
contra,53,52,0.06312,29,0.31355
connect,53,53,0.06434,53,0.57303
clue,53,53,0.06434,53,0.57303
century,53,53,0.06434,53,0.57303
bother,53,53,0.06434,53,0.57303
belt,53,53,0.06434,53,0.57303
bbc,53,50,0.0607,42,0.4541
background,53,52,0.06312,51,0.55141
authoritarian,53,53,0.06434,50,0.5406
athabasca,53,53,0.06434,48,0.51898
après,53,53,0.06434,40,0.43248
ap,53,52,0.06312,42,0.4541
affordable,53,53,0.06434,51,0.55141
adequate,53,53,0.06434,49,0.52979
accident,53,52,0.06312,51,0.55141
weight,52,50,0.0607,50,0.5406
trauma,52,49,0.05948,45,0.48654
therefore,52,52,0.06312,51,0.55141
terrifying,52,52,0.06312,50,0.5406
stepping,52,52,0.06312,48,0.51898
speaker,52,46,0.05584,44,0.47573
soins,52,51,0.06191,37,0.40004
shecession,52,51,0.06191,49,0.52979
screwed,52,50,0.0607,50,0.5406
quand,52,49,0.05948,44,0.47573
postponed,52,52,0.06312,49,0.52979
mouth,52,52,0.06312,50,0.5406
lysyk,52,48,0.05827,43,0.46492
liverpool,52,50,0.0607,50,0.5406
irony,52,46,0.05584,44,0.47573
intended,52,52,0.06312,51,0.55141
immigrant,52,49,0.05948,43,0.46492
horror,52,50,0.0607,47,0.50816
holocaust,52,51,0.06191,49,0.52979
harmful,52,52,0.06312,49,0.52979
grew,52,51,0.06191,50,0.5406
filling,52,52,0.06312,52,0.56222
fifth,52,52,0.06312,52,0.56222
fantastic,52,52,0.06312,52,0.56222
ethic,52,52,0.06312,51,0.55141
diagnosis,52,52,0.06312,49,0.52979
denial,52,52,0.06312,52,0.56222
deadline,52,50,0.0607,49,0.52979
cousin,52,51,0.06191,49,0.52979
cottage,52,47,0.05705,43,0.46492
contrary,52,52,0.06312,51,0.55141
comply,52,51,0.06191,47,0.50816
circumstance,52,52,0.06312,52,0.56222
choosing,52,50,0.0607,49,0.52979
cdn,52,51,0.06191,47,0.50816
cafe,52,52,0.06312,50,0.5406
bylaw,52,52,0.06312,49,0.52979
bridge,52,51,0.06191,50,0.5406
bezos,52,48,0.05827,45,0.48654
bccdc,52,50,0.0607,38,0.41086
autocracy,52,52,0.06312,51,0.55141
august,52,51,0.06191,46,0.49735
ahsmedia,52,52,0.06312,44,0.47573
acute,52,51,0.06191,47,0.50816
74,52,52,0.06312,52,0.56222
350,52,52,0.06312,52,0.56222
304800,52,52,0.06312,52,0.56222
zerocovid,51,50,0.0607,42,0.4541
winter,51,50,0.0607,48,0.51898
veteran,51,49,0.05948,46,0.49735
um,51,46,0.05584,39,0.42167
transparency,51,50,0.0607,38,0.41086
tory,51,46,0.05584,37,0.40004
tiny,51,50,0.0607,46,0.49735
teamcanada,51,51,0.06191,48,0.51898
strongly,51,51,0.06191,50,0.5406
stating,51,51,0.06191,49,0.52979
semaine,51,48,0.05827,39,0.42167
rosiebarton,51,50,0.0607,47,0.50816
rely,51,51,0.06191,46,0.49735
personnel,51,48,0.05827,43,0.46492
overseas,51,51,0.06191,48,0.51898
ottcity,51,45,0.05463,30,0.32436
organized,51,51,0.06191,46,0.49735
obtained,51,51,0.06191,50,0.5406
modern,51,51,0.06191,50,0.5406
mit,51,48,0.05827,27,0.29192
maryland,51,51,0.06191,51,0.55141
lovely,51,51,0.06191,50,0.5406
lineup,51,51,0.06191,51,0.55141
inexcusable,51,51,0.06191,35,0.37842
hurt,51,50,0.0607,50,0.5406
gouvernement,51,49,0.05948,38,0.41086
fulltime,51,50,0.0607,47,0.50816
fraudulent,51,51,0.06191,46,0.49735
flinch,51,51,0.06191,49,0.52979
filed,51,49,0.05948,48,0.51898
droplet,51,45,0.05463,41,0.44329
desire,51,51,0.06191,51,0.55141
cpsoca,51,48,0.05827,27,0.29192
connected,51,47,0.05705,43,0.46492
confirm,51,50,0.0607,49,0.52979
concept,51,50,0.0607,48,0.51898
brutal,51,49,0.05948,49,0.52979
breakthrough,51,47,0.05705,46,0.49735
addressing,51,51,0.06191,49,0.52979
accepts,51,51,0.06191,50,0.5406
2003,51,51,0.06191,48,0.51898
15m,51,51,0.06191,51,0.55141
wherein,50,50,0.0607,49,0.52979
trudeaumustgo,50,50,0.0607,45,0.48654
transmissible,50,49,0.05948,43,0.46492
trace,50,50,0.0607,48,0.51898
temp,50,49,0.05948,42,0.4541
suggestion,50,50,0.0607,50,0.5406
socalled,50,50,0.0607,48,0.51898
sight,50,50,0.0607,49,0.52979
sideeffects,50,37,0.04492,34,0.36761
settling,50,50,0.0607,49,0.52979
scream,50,50,0.0607,43,0.46492
robynurback,50,50,0.0607,40,0.43248
restrictive,50,50,0.0607,48,0.51898
relatively,50,49,0.05948,48,0.51898
raising,50,50,0.0607,46,0.49735
rage,50,50,0.0607,49,0.52979
radical,50,45,0.05463,43,0.46492
psa,50,50,0.0607,48,0.51898
principle,50,48,0.05827,46,0.49735
pregnancy,50,50,0.0607,48,0.51898
popular,50,50,0.0607,43,0.46492
polcan,50,50,0.0607,31,0.33517
pediatrician,50,50,0.0607,49,0.52979
oregon,50,48,0.05827,47,0.50816
op,50,43,0.0522,40,0.43248
odds,50,48,0.05827,45,0.48654
occurred,50,48,0.05827,47,0.50816
november,50,50,0.0607,43,0.46492
nightclub,50,50,0.0607,49,0.52979
mothersday,50,50,0.0607,46,0.49735
merlinofcanada,50,50,0.0607,25,0.2703
mandated,50,50,0.0607,49,0.52979
korea,50,48,0.05827,45,0.48654
king,50,41,0.04977,38,0.41086
item,50,46,0.05584,45,0.48654
instruction,50,47,0.05705,44,0.47573
hwy,50,47,0.05705,30,0.32436
fundamental,50,50,0.0607,48,0.51898
fuel,50,47,0.05705,47,0.50816
fought,50,49,0.05948,49,0.52979
fiscal,50,50,0.0607,47,0.50816
fierce,50,50,0.0607,48,0.51898
festival,50,48,0.05827,46,0.49735
exist,50,50,0.0607,50,0.5406
eg,50,50,0.0607,47,0.50816
drinking,50,47,0.05705,46,0.49735
dramatic,50,49,0.05948,47,0.50816
describe,50,49,0.05948,47,0.50816
degree,50,46,0.05584,45,0.48654
custom,50,50,0.0607,50,0.5406
countless,50,50,0.0607,49,0.52979
core,50,50,0.0607,49,0.52979
careful,50,50,0.0607,50,0.5406
cared,50,46,0.05584,44,0.47573
brucearthur,50,50,0.0607,47,0.50816
bapu,50,50,0.0607,1,0.01081
attendance,50,50,0.0607,40,0.43248
anthonyfurey,50,48,0.05827,42,0.4541
altogether,50,50,0.0607,46,0.49735
ag,50,50,0.0607,48,0.51898
advance,50,50,0.0607,49,0.52979
4907203,50,50,0.0607,49,0.52979
yyccc,49,49,0.05948,36,0.38923
witness,49,40,0.04856,39,0.42167
whistlestop,49,32,0.03885,31,0.33517
warner,49,49,0.05948,45,0.48654
vocs,49,46,0.05584,43,0.46492
vision,49,48,0.05827,45,0.48654
vaxlive,49,47,0.05705,31,0.33517
transportation,49,48,0.05827,47,0.50816
toxic,49,44,0.05341,42,0.4541
teaching,49,49,0.05948,48,0.51898
talked,49,46,0.05584,43,0.46492
suspending,49,49,0.05948,48,0.51898
smaller,49,49,0.05948,48,0.51898
sant,49,49,0.05948,1,0.01081
rejected,49,48,0.05827,45,0.48654
programme,49,48,0.05827,42,0.4541
plain,49,48,0.05827,46,0.49735
pill,49,49,0.05948,45,0.48654
nut,49,49,0.05948,49,0.52979
newly,49,49,0.05948,39,0.42167
musk,49,46,0.05584,43,0.46492
mobilized,49,49,0.05948,46,0.49735
ministre,49,46,0.05584,33,0.3568
marching,49,49,0.05948,47,0.50816
manner,49,49,0.05948,45,0.48654
jump,49,49,0.05948,47,0.50816
inequality,49,47,0.05705,43,0.46492
increasingly,49,49,0.05948,47,0.50816
hitting,49,49,0.05948,48,0.51898
historic,49,49,0.05948,47,0.50816
height,49,49,0.05948,43,0.46492
hajdu,49,49,0.05948,46,0.49735
gunter,49,49,0.05948,46,0.49735
forgot,49,49,0.05948,49,0.52979
film,49,47,0.05705,47,0.50816
faq,49,49,0.05948,49,0.52979
expedited,49,49,0.05948,47,0.50816
enjoying,49,49,0.05948,49,0.52979
ed,49,47,0.05705,47,0.50816
covidsciontario,49,49,0.05948,48,0.51898
closely,49,49,0.05948,48,0.51898
clarahughes,49,49,0.05948,44,0.47573
civic,49,49,0.05948,49,0.52979
brings,49,49,0.05948,49,0.52979
boris,49,49,0.05948,43,0.46492
bear,49,47,0.05705,47,0.50816
authorization,49,46,0.05584,41,0.44329
asthma,49,48,0.05827,47,0.50816
asharamji,49,49,0.05948,1,0.01081
airline,49,43,0.0522,43,0.46492
actor,49,49,0.05948,42,0.4541
accepted,49,49,0.05948,47,0.50816
9am,49,49,0.05948,34,0.36761
649,49,49,0.05948,45,0.48654
58,49,49,0.05948,45,0.48654
43,49,49,0.05948,49,0.52979
341,49,49,0.05948,49,0.52979
2500,49,49,0.05948,49,0.52979
10million,49,49,0.05948,48,0.51898
winnipegnews,48,48,0.05827,33,0.3568
whove,48,46,0.05584,43,0.46492
vitt,48,46,0.05584,39,0.42167
visiting,48,48,0.05827,46,0.49735
unknown,48,48,0.05827,46,0.49735
tirelessly,48,48,0.05827,45,0.48654
stampede,48,33,0.04006,31,0.33517
staffer,48,48,0.05827,46,0.49735
specialist,48,48,0.05827,48,0.51898
song,48,43,0.0522,42,0.4541
shifted,48,48,0.05827,47,0.50816
richard,48,48,0.05827,45,0.48654
reminds,48,48,0.05827,46,0.49735
polio,48,44,0.05341,43,0.46492
pipeline,48,48,0.05827,46,0.49735
package,48,47,0.05705,45,0.48654
original,48,48,0.05827,46,0.49735
obligation,48,48,0.05827,47,0.50816
nope,48,43,0.0522,41,0.44329
nh,48,44,0.05341,38,0.41086
momentum,48,48,0.05827,47,0.50816
match,48,46,0.05584,45,0.48654
kingston,48,40,0.04856,31,0.33517
jasonkenney,48,48,0.05827,42,0.4541
hub,48,47,0.05705,39,0.42167
heavy,48,48,0.05827,48,0.51898
healthworkersfightback,48,48,0.05827,29,0.31355
guest,48,48,0.05827,48,0.51898
graph,48,47,0.05705,45,0.48654
globalist,48,45,0.05463,39,0.42167
gift,48,48,0.05827,48,0.51898
francoislegault,48,48,0.05827,33,0.3568
estimated,48,48,0.05827,46,0.49735
editor,48,40,0.04856,38,0.41086
deficit,48,45,0.05463,42,0.4541
decrease,48,47,0.05705,45,0.48654
consecutive,48,48,0.05827,48,0.51898
clarify,48,48,0.05827,48,0.51898
cbsa,48,47,0.05705,45,0.48654
canuck,48,43,0.0522,23,0.24868
biz,48,47,0.05705,45,0.48654
author,48,48,0.05827,45,0.48654
audience,48,48,0.05827,48,0.51898
aim,48,48,0.05827,45,0.48654
71,48,48,0.05827,38,0.41086
63,48,48,0.05827,43,0.46492
48,48,47,0.05705,46,0.49735
2281,48,48,0.05827,46,0.49735
xenophobic,47,47,0.05705,45,0.48654
windsor,47,45,0.05463,40,0.43248
werent,47,46,0.05584,46,0.49735
waive,47,47,0.05705,41,0.44329
visited,47,47,0.05705,40,0.43248
violating,47,47,0.05705,47,0.50816
transport,47,47,0.05705,41,0.44329
surging,47,47,0.05705,41,0.44329
sufficiently,47,47,0.05705,47,0.50816
spouse,47,47,0.05705,43,0.46492
sidewalk,47,47,0.05705,45,0.48654
scotias,47,47,0.05705,38,0.41086
sans,47,46,0.05584,40,0.43248
rush,47,47,0.05705,46,0.49735
rent,47,42,0.05099,41,0.44329
privileged,47,46,0.05584,44,0.47573
precious,47,47,0.05705,47,0.50816
pic,47,44,0.05341,43,0.46492
pharmacist,47,45,0.05463,45,0.48654
olympics,47,44,0.05341,33,0.3568
notley,47,40,0.04856,39,0.42167
nick,47,47,0.05705,47,0.50816
lunch,47,47,0.05705,46,0.49735
lobby,47,47,0.05705,47,0.50816
load,47,47,0.05705,45,0.48654
leurs,47,43,0.0522,38,0.41086
kinsellawarren,47,44,0.05341,31,0.33517
kick,47,47,0.05705,46,0.49735
karen,47,46,0.05584,43,0.46492
japan,47,44,0.05341,43,0.46492
investigating,47,47,0.05705,46,0.49735
intellectual,47,46,0.05584,40,0.43248
initial,47,47,0.05705,46,0.49735
imposed,47,47,0.05705,45,0.48654
ht,47,47,0.05705,41,0.44329
grandmother,47,47,0.05705,47,0.50816
frustration,47,47,0.05705,46,0.49735
fell,47,47,0.05705,45,0.48654
favor,47,47,0.05705,47,0.50816
dit,47,47,0.05705,36,0.38923
cremation,47,45,0.05463,36,0.38923
covidbc,47,47,0.05705,27,0.29192
columbians,47,47,0.05705,42,0.4541
childhood,47,47,0.05705,46,0.49735
channel,47,47,0.05705,46,0.49735
celebrity,47,40,0.04856,37,0.40004
brief,47,47,0.05705,45,0.48654
booster,47,45,0.05463,44,0.47573
bolsonaro,47,46,0.05584,34,0.36761
appt,47,47,0.05705,35,0.37842
apartment,47,47,0.05705,46,0.49735
allegedly,47,46,0.05584,45,0.48654
agreement,47,47,0.05705,47,0.50816
50194,47,47,0.05705,45,0.48654
1633,47,47,0.05705,37,0.40004
wick22,46,46,0.05584,41,0.44329
weapon,46,46,0.05584,42,0.4541
watched,46,45,0.05463,44,0.47573
volume,46,43,0.0522,43,0.46492
vaxx,46,45,0.05463,45,0.48654
ups,46,46,0.05584,45,0.48654
unique,46,45,0.05463,44,0.47573
trusted,46,45,0.05463,45,0.48654
tackle,46,46,0.05584,45,0.48654
successful,46,46,0.05584,46,0.49735
subject,46,45,0.05463,44,0.47573
storm,46,45,0.05463,40,0.43248
stewart,46,46,0.05584,45,0.48654
sold,46,46,0.05584,46,0.49735
sanitary,46,46,0.05584,42,0.4541
reflect,46,46,0.05584,45,0.48654
proportion,46,41,0.04977,38,0.41086
prioritize,46,46,0.05584,44,0.47573
port,46,42,0.05099,42,0.4541
pendant,46,46,0.05584,38,0.41086
orange,46,46,0.05584,44,0.47573
monitoring,46,45,0.05463,41,0.44329
indianredcross,46,46,0.05584,41,0.44329
impose,46,46,0.05584,45,0.48654
hypocrite,46,46,0.05584,46,0.49735
graphic,46,46,0.05584,45,0.48654
george,46,46,0.05584,46,0.49735
focusing,46,46,0.05584,46,0.49735
fin,46,46,0.05584,40,0.43248
famous,46,46,0.05584,46,0.49735
extremist,46,43,0.0522,42,0.4541
expire,46,41,0.04977,39,0.42167
exhausted,46,46,0.05584,45,0.48654
exempt,46,45,0.05463,44,0.47573
equivalent,46,46,0.05584,45,0.48654
economics,46,46,0.05584,39,0.42167
disappointed,46,46,0.05584,45,0.48654
destruction,46,46,0.05584,46,0.49735
cutting,46,42,0.05099,41,0.44329
curious,46,46,0.05584,44,0.47573
content,46,41,0.04977,41,0.44329
commit,46,45,0.05463,41,0.44329
colindmello,46,46,0.05584,42,0.4541
c10,46,45,0.05463,44,0.47573
birth,46,44,0.05341,42,0.4541
avril,46,43,0.0522,31,0.33517
antimasker,46,46,0.05584,40,0.43248
advocacy,46,45,0.05463,43,0.46492
advising,46,46,0.05584,45,0.48654
541,46,46,0.05584,19,0.20543
53,46,45,0.05463,44,0.47573
50000,46,43,0.0522,40,0.43248
102,46,46,0.05584,44,0.47573
yup,45,45,0.05463,45,0.48654
yql,45,45,0.05463,26,0.28111
worsening,45,45,0.05463,43,0.46492
westphaliannews,45,45,0.05463,33,0.3568
weakness,45,45,0.05463,44,0.47573
useful,45,45,0.05463,45,0.48654
taught,45,45,0.05463,44,0.47573
sunnybrook,45,38,0.04613,35,0.37842
stone,45,44,0.05341,43,0.46492
spoken,45,45,0.05463,43,0.46492
serum,45,44,0.05341,39,0.42167
screw,45,45,0.05463,45,0.48654
respected,45,43,0.0522,42,0.4541
religion,45,44,0.05341,39,0.42167
promote,45,45,0.05463,43,0.46492
proceed,45,42,0.05099,42,0.4541
prendre,45,45,0.05463,39,0.42167
populationwide,45,45,0.05463,45,0.48654
plea,45,45,0.05463,45,0.48654
picked,45,45,0.05463,44,0.47573
permission,45,45,0.05463,45,0.48654
paramedic,45,41,0.04977,37,0.40004
outraged,45,45,0.05463,44,0.47573
ought,45,45,0.05463,44,0.47573
opposing,45,45,0.05463,44,0.47573
oath,45,45,0.05463,41,0.44329
needing,45,45,0.05463,45,0.48654
monitor,45,44,0.05341,42,0.4541
mobility,45,41,0.04977,40,0.43248
minority,45,45,0.05463,44,0.47573
meter,45,41,0.04977,40,0.43248
maintenant,45,45,0.05463,35,0.37842
like,45,44,0.05341,44,0.47573
lancet,45,43,0.0522,40,0.43248
