Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
4,shot,2551,1630,1.97871,1156,12.49865
4,help,2466,2353,2.85638,1538,16.62882
4,fully,1256,1180,1.43244,897,9.69835
4,isnt,901,875,1.06219,731,7.90356
4,leader,1072,1051,1.27584,836,9.03882
4,clear,799,782,0.94929,661,7.14672
4,given,723,717,0.87039,619,6.69262
4,seeing,572,558,0.67737,504,5.44924
4,flu,437,380,0.46129,323,3.49227
4,admitted,436,402,0.488,378,4.08693
4,delay,574,569,0.69073,497,5.37355
4,people,9648,8590,10.42767,3400,36.76073
4,significant,488,485,0.58876,441,4.76808
4,communication,366,364,0.44187,340,3.67607
5,vaccine,13331,11089,13.46128,3884,41.99373
5,day,6779,5389,6.54187,2600,28.11115
5,dos,2567,2216,2.69007,1239,13.39604
5,week,3447,3098,3.76076,1858,20.08866
5,dose,1942,1634,1.98356,1053,11.38501
5,pfizer,1462,1383,1.67887,941,10.17407
5,million,1878,1643,1.99449,1119,12.09861
5,second,1160,1109,1.34625,832,8.99557
5,ontario,6922,6450,7.82986,2349,25.39734
5,adult,781,742,0.90074,564,6.09796
5,received,717,663,0.80484,532,5.75197
5,100,810,763,0.92623,645,6.97373
5,10,1097,1061,1.28798,842,9.10369
5,protection,648,590,0.71622,504,5.44924
5,age,918,774,0.93958,596,6.44394
6,care,3263,2905,3.52647,1572,16.99643
6,ontario,6922,6450,7.82986,2349,25.39734
6,report,2224,2078,2.52255,1181,12.76895
6,onpoli,3714,3709,4.50247,1321,14.28263
6,longterm,1160,1057,1.28313,645,6.97373
6,ltc,1241,1064,1.29162,645,6.97373
6,breaking,1083,1081,1.31226,774,8.36847
6,resident,1394,1340,1.62667,857,9.26587
6,ottawa,631,574,0.6968,367,3.968
6,home,3503,3225,3.91493,1862,20.13191
6,commission,542,522,0.63367,374,4.04368
6,critical,535,519,0.63003,389,4.20586
6,government,4578,4270,5.18349,2027,21.91588
6,patient,3001,2553,3.09917,1466,15.85036
6,general,395,387,0.46979,324,3.50308
7,canada,6257,5719,6.94247,2476,26.77046
7,cdnpoli,3223,3214,3.90157,1269,13.7204
7,trudeau,1669,1521,1.84639,819,8.85501
7,canadian,2442,2296,2.78719,1330,14.37993
7,minister,1501,1419,1.72257,891,9.63347
7,leadership,789,780,0.94687,541,5.84928
7,justintrudeau,814,811,0.9845,510,5.51411
7,worst,658,597,0.72472,467,5.04919
7,failure,779,753,0.91409,551,5.9574
7,province,3004,2833,3.43907,1508,16.30447
7,government,4578,4270,5.18349,2027,21.91588
7,liberal,669,640,0.77692,436,4.71402
7,problem,827,774,0.93958,628,6.78992
7,premier,2220,2141,2.59903,1110,12.0013
7,alberta,3948,3645,4.42478,1297,14.02314
8,ableg,2873,2858,3.46942,693,7.4927
8,alberta,3948,3645,4.42478,1297,14.02314
8,kenney,1578,1454,1.76506,604,6.53044
8,covid19ab,1387,1381,1.67644,553,5.97902
8,jkenney,1399,1359,1.64973,567,6.13039
8,abpoli,1082,1072,1.30133,452,4.88701
8,eligible,949,875,1.06219,647,6.99535
8,jason,863,825,1.00149,451,4.8762
8,albertans,814,750,0.91045,433,4.68159
8,book,1245,1105,1.34139,728,7.87112
8,abhealth,572,566,0.68708,295,3.18953
8,ucp,610,583,0.70772,277,2.99492
8,able,608,603,0.732,529,5.71954
8,yyc,545,544,0.66038,257,2.77868
8,spot,569,551,0.66888,436,4.71402
9,pandemic,12591,12179,14.78447,4304,46.53476
9,end,1585,1465,1.77841,1051,11.36339
9,global,932,894,1.08525,668,7.2224
9,year,3732,3432,4.16621,2010,21.73208
9,recovery,545,540,0.65552,417,4.5086
9,economic,383,371,0.45037,286,3.09223
9,future,344,339,0.41152,301,3.25441
9,join,464,454,0.55112,378,4.08693
9,free,711,670,0.81333,567,6.13039
9,amazing,293,292,0.35447,271,2.93005
9,pas,240,238,0.28892,222,2.40026
9,food,345,311,0.37753,265,2.86517
9,experience,299,287,0.3484,254,2.74624
9,america,685,661,0.80241,500,5.40599
9,working,1026,1000,1.21393,803,8.68202
10,covid19vaccine,1378,1378,1.6728,516,5.57898
10,toronto,1438,1363,1.65459,865,9.35236
10,covid19on,1218,1218,1.47857,472,5.10325
10,open,1108,1044,1.26734,761,8.22792
10,available,972,922,1.11924,605,6.54125
10,vhcon,1010,1010,1.22607,319,3.44902
10,18,1242,1171,1.42151,754,8.15223
10,city,932,835,1.01363,616,6.66018
10,clinic,1157,1066,1.29405,730,7.89275
10,40,1045,974,1.18237,610,6.59531
10,centre,735,573,0.69558,413,4.46535
10,vaccination,2636,2537,3.07974,1504,16.26122
10,post,574,545,0.66159,433,4.68159
10,drug,618,577,0.70044,329,3.55714
10,site,508,482,0.58511,384,4.1518
11,india,3731,3246,3.94042,1541,16.66126
11,country,2375,2224,2.69978,1382,14.94216
11,hospital,2608,2322,2.81875,1372,14.83404
11,crisis,1310,1226,1.48828,837,9.04963
11,patient,3001,2553,3.09917,1466,15.85036
11,situation,704,696,0.8449,536,5.79522
11,oxygen,682,603,0.732,414,4.47616
11,variant,2269,1949,2.36595,1237,13.37442
11,fighting,638,624,0.75749,317,3.4274
11,surge,546,535,0.64945,388,4.19505
11,supply,911,862,1.04641,664,7.17915
11,indian,509,483,0.58633,358,3.87069
11,break,486,484,0.58754,409,4.4221
11,medical,1226,1175,1.42637,853,9.22262
11,icu,2388,2122,2.57596,1242,13.42848
12,home,3503,3225,3.91493,1862,20.13191
12,stay,1658,1548,1.87917,1129,12.20673
12,family,2074,1921,2.33196,1286,13.90421
12,safe,1286,1210,1.46886,887,9.59023
12,child,1639,1387,1.68372,906,9.79565
12,member,763,734,0.89103,609,6.5845
12,friend,896,846,1.02699,680,7.35215
12,hand,529,520,0.63124,455,4.91945
12,parent,514,476,0.57783,400,4.32479
12,share,605,595,0.72229,504,5.44924
12,thought,557,550,0.66766,481,5.20056
12,effect,515,501,0.60818,430,4.64915
12,body,436,409,0.4965,352,3.80582
12,short,391,386,0.46858,346,3.74094
12,ill,431,417,0.50621,358,3.87069
13,lockdown,3822,3353,4.07031,1624,17.55865
13,fordnation,1892,1870,2.27005,929,10.04433
13,evidence,559,529,0.64217,435,4.70321
13,lie,622,533,0.64703,425,4.59509
13,policy,719,700,0.84975,558,6.03308
13,fear,519,502,0.60939,391,4.22748
13,truth,294,269,0.32655,224,2.42188
13,dangerous,320,316,0.3836,289,3.12466
13,press,347,340,0.41274,310,3.35171
13,called,448,429,0.52078,382,4.13018
13,politician,716,654,0.79391,506,5.47086
13,extended,180,180,0.21851,172,1.85966
13,curve,187,187,0.22701,166,1.79479
13,speak,210,199,0.24157,186,2.01103
13,government,4578,4270,5.18349,2027,21.91588
14,health,6642,6040,7.33214,2663,28.7923
14,public,3407,3218,3.90643,1832,19.80755
14,spread,1687,1604,1.94715,1085,11.731
14,measure,1284,1238,1.50285,874,9.44967
14,official,858,842,1.02213,617,6.67099
14,follow,649,644,0.78177,525,5.67629
14,close,680,664,0.80605,559,6.0439
14,information,598,582,0.70651,460,4.97351
14,concern,494,479,0.58147,390,4.21667
14,mental,545,490,0.59483,401,4.3356
14,safety,522,502,0.60939,411,4.44372
14,officer,551,536,0.65067,452,4.88701
14,air,375,328,0.39817,282,3.04898
14,contact,486,463,0.56205,372,4.02206
14,data,1249,1177,1.4288,793,8.5739
15,mask,2610,2216,2.69007,1401,15.14758
15,wear,1183,1080,1.31105,829,8.96313
15,cdc,1179,1078,1.30862,747,8.07655
15,travel,1180,1042,1.26492,762,8.23873
15,social,804,788,0.95658,642,6.94129
15,biden,757,705,0.85582,474,5.12488
15,outside,664,643,0.78056,534,5.7736
15,trump,702,628,0.76235,465,5.02757
15,word,601,584,0.70894,483,5.22219
15,face,562,548,0.66523,450,4.86539
15,wearing,436,396,0.48072,352,3.80582
15,house,377,365,0.44308,333,3.60039
15,medium,1130,1072,1.30133,754,8.15223
15,distancing,361,360,0.43702,316,3.41659
15,india,3731,3246,3.94042,1541,16.66126
16,lockdown,3822,3353,4.07031,1624,17.55865
16,actually,765,752,0.91288,607,6.56287
16,antilockdown,614,606,0.73564,448,4.84377
16,protest,609,581,0.70529,407,4.40048
16,yes,530,513,0.62275,444,4.80052
16,nova,1049,959,1.16416,497,5.37355
16,rally,540,520,0.63124,431,4.65996
16,montreal,425,380,0.46129,273,2.95167
16,rodeo,378,365,0.44308,281,3.03817
16,freedom,652,597,0.72472,465,5.02757
16,police,778,724,0.87889,526,5.6871
16,quebec,476,453,0.54991,327,3.53552
16,people,9648,8590,10.42767,3400,36.76073
16,scotia,841,778,0.94444,433,4.68159
16,save,518,501,0.60818,412,4.45454
17,death,4211,3612,4.38472,1839,19.88323
17,people,9648,8590,10.42767,3400,36.76073
17,died,1666,1550,1.88159,1003,10.84442
17,2020,866,822,0.99785,625,6.75749
17,year,3732,3432,4.16621,2010,21.73208
17,following,639,590,0.71622,492,5.31949
17,die,615,564,0.68466,449,4.85458
17,lead,506,488,0.5924,405,4.37885
17,thousand,720,701,0.85097,559,6.0439
17,johnson,675,382,0.46372,313,3.38415
17,charge,397,389,0.47222,338,3.65445
17,cause,448,433,0.52563,355,3.83825
17,party,883,815,0.98935,646,6.98454
17,hold,347,342,0.41516,304,3.28684
17,fucking,290,264,0.32048,236,2.55163
18,ford,2572,2330,2.82846,1026,11.09309
18,people,9648,8590,10.42767,3400,36.76073
18,doug,1300,1248,1.51499,699,7.55757
18,onpoli,3714,3709,4.50247,1321,14.28263
18,coming,725,720,0.87403,625,6.75749
18,premier,2220,2141,2.59903,1110,12.0013
18,seriously,355,348,0.42245,308,3.33009
18,stupid,342,328,0.39817,295,3.18953
18,border,1288,1146,1.39117,825,8.91988
18,nation,673,648,0.78663,509,5.5033
18,torontostar,289,289,0.35083,212,2.29214
18,asked,557,549,0.66645,452,4.88701
18,fordfailedontario,206,205,0.24886,100,1.0812
18,happened,447,433,0.52563,372,4.02206
18,votefordout2022,201,198,0.24036,100,1.0812
19,test,1996,1679,2.03819,1102,11.9148
19,positive,1476,1300,1.57811,911,9.84971
19,testing,988,857,1.04034,639,6.90886
19,tested,783,738,0.89588,570,6.16283
19,early,703,678,0.82305,587,6.34663
19,infected,539,499,0.60575,408,4.41129
19,result,611,589,0.71501,502,5.42761
19,used,640,591,0.71743,490,5.29787
19,variant,2269,1949,2.36595,1237,13.37442
19,quarantine,441,420,0.50985,337,3.64364
19,yesterday,767,749,0.90923,592,6.40069
19,symptom,521,472,0.57298,411,4.44372
19,28,624,610,0.7405,500,5.40599
19,false,413,307,0.37268,251,2.71381
19,rapid,364,320,0.38846,256,2.76787
20,doctor,1329,1250,1.51741,876,9.47129
20,thank,1059,1027,1.24671,789,8.53065
20,nurse,987,830,1.00756,600,6.48719
20,woman,882,756,0.91773,620,6.70343
20,young,684,655,0.79512,557,6.02227
20,patient,3001,2553,3.09917,1466,15.85036
20,seen,626,622,0.75507,525,5.67629
20,got,1661,1559,1.89252,1107,11.96886
20,icu,2388,2122,2.57596,1242,13.42848
20,line,762,727,0.88253,592,6.40069
20,team,653,602,0.73079,515,5.56817
20,physician,482,453,0.54991,365,3.94637
20,ontario,6922,6450,7.82986,2349,25.39734
20,hey,349,349,0.42366,310,3.35171
20,pregnant,391,308,0.37389,268,2.89761
21,worker,3301,2851,3.46092,1639,17.72083
21,work,3013,2882,3.49855,1765,19.08314
21,sick,3079,2698,3.27519,1465,15.83955
21,business,1292,1170,1.4203,877,9.48211
21,leave,1160,1062,1.28919,772,8.34685
21,paid,2138,1970,2.39144,1152,12.4554
21,essential,829,782,0.94929,592,6.40069
21,protect,1228,1165,1.41423,833,9.00638
21,matter,543,538,0.65309,448,4.84377
21,pay,1047,984,1.19451,754,8.15223
21,workplace,676,567,0.6883,429,4.63834
21,vaccine,13331,11089,13.46128,3884,41.99373
21,program,847,732,0.8886,546,5.90334
21,access,473,462,0.56084,390,4.21667
21,government,4578,4270,5.18349,2027,21.91588
22,le,1865,1495,1.81483,880,9.51454
22,risk,1490,1333,1.61817,935,10.1092
22,study,797,767,0.93109,585,6.32501
22,et,995,781,0.94808,360,3.89231
22,plus,549,474,0.5754,321,3.47065
22,pour,594,488,0.5924,234,2.53
22,transmission,970,900,1.09254,669,7.23321
22,impact,502,494,0.59968,434,4.6924
22,du,453,374,0.45401,174,1.88128
22,au,460,394,0.47829,193,2.08671
22,est,452,389,0.47222,206,2.22727
22,play,369,357,0.43337,331,3.57877
22,closing,269,266,0.32291,238,2.57325
22,une,343,304,0.36904,166,1.79479
22,uk,698,651,0.79027,433,4.68159
23,school,2083,1740,2.11224,1021,11.03903
23,kid,1358,1084,1.3159,743,8.0333
23,bcpoli,1019,1018,1.23578,314,3.39496
23,story,943,904,1.09739,666,7.20078
23,believe,694,656,0.79634,562,6.07633
23,love,556,518,0.62882,451,4.8762
23,say,4165,3958,4.80474,2076,22.44567
23,bc,1754,1567,1.90223,704,7.61163
23,student,510,462,0.56084,385,4.16261
23,child,1639,1387,1.68372,906,9.79565
23,support,1704,1621,1.96778,1143,12.35809
23,florida,389,358,0.43459,300,3.24359
23,tweet,403,399,0.48436,342,3.6977
23,fine,423,406,0.49286,338,3.65445
23,true,350,341,0.41395,307,3.31928
24,say,4165,3958,4.80474,2076,22.44567
24,right,2440,2279,2.76655,1478,15.98011
24,think,1955,1858,2.25548,1225,13.24468
24,question,1181,1100,1.33532,858,9.27668
24,thing,1525,1460,1.77234,1069,11.55801
24,science,1203,1113,1.35111,823,8.89826
24,know,2614,2472,3.00084,1586,17.1478
24,dr,1706,1611,1.95564,1061,11.47151
24,fauci,514,445,0.5402,330,3.56795
24,vaccine,13331,11089,13.46128,3884,41.99373
24,wrong,478,442,0.53656,380,4.10855
24,expert,1011,981,1.19087,727,7.86031
24,immunity,514,446,0.54141,388,4.19505
24,answer,432,421,0.51106,383,4.14099
24,wuhan,443,396,0.48072,266,2.87599
25,news,1899,1828,2.21907,1190,12.86626
25,good,1903,1813,2.20086,1271,13.74203
25,read,1055,1033,1.25399,789,8.53065
25,great,996,975,1.18358,797,8.61715
25,really,1263,1180,1.43244,907,9.80647
25,today,4415,4161,5.05117,2127,22.99708
25,thread,633,624,0.75749,504,5.44924
25,important,687,672,0.81576,554,5.98984
25,cbc,605,592,0.71865,405,4.37885
25,point,952,898,1.09011,709,7.66569
25,youre,757,589,0.71501,519,5.61142
25,zero,542,477,0.57905,380,4.10855
25,need,4207,3974,4.82416,2194,23.72148
25,best,1054,1033,1.25399,800,8.64958
25,morning,591,587,0.71258,487,5.26543
