Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,trump,48247,41426,11.91837,4974,29.74169
1,american,16864,15588,4.48471,3637,21.74719
1,president,13500,12569,3.61614,3326,19.88759
1,rally,19329,17378,4.9997,3886,23.23607
1,pandemic,53033,51807,14.90501,9509,56.85841
1,people,41495,36457,10.48878,8019,47.94906
1,realdonaldtrump,8354,8173,2.35139,2399,14.34465
1,testing,14330,12583,3.62016,3792,22.674
1,said,10388,9451,2.71908,3643,21.78307
1,say,19574,18170,5.22756,5453,32.60584
1,america,5495,5227,1.50382,2365,14.14135
1,going,10978,10470,3.01225,4449,26.60249
1,want,10258,9488,2.72972,4241,25.35877
1,protest,5740,5215,1.50037,2559,15.30136
1,life,11432,10844,3.11985,4482,26.79981
2,case,43236,34026,9.78937,6291,37.6166
2,new,33163,28042,8.06776,6677,39.92466
2,death,21711,17615,5.06788,5105,30.52499
2,state,16495,14757,4.24563,3998,23.90576
2,day,20023,17598,5.06299,5759,34.43554
2,florida,8318,7455,2.14482,2342,14.00383
2,number,11679,10926,3.14344,4060,24.27649
2,report,7603,7313,2.10397,3269,19.54676
2,record,6139,5561,1.59991,2501,14.95456
2,reported,5883,5327,1.53259,2418,14.45826
2,daily,4893,4690,1.34933,2314,13.8364
2,week,12753,11937,3.43431,4880,29.17962
2,infection,5083,4875,1.40255,2300,13.75269
2,total,5467,4813,1.38471,2286,13.66898
2,hospital,7744,6894,1.98342,3280,19.61253
3,pandemic,53033,51807,14.90501,9509,56.85841
3,need,14649,13852,3.98526,5450,32.5879
3,time,15597,14698,4.22865,5915,35.36833
3,work,9440,8853,2.54703,4496,26.88352
3,government,11115,10517,3.02577,4367,26.11217
3,year,9191,8377,2.41009,4321,25.83712
3,canadian,9510,8759,2.51999,3559,21.28079
3,people,41495,36457,10.48878,8019,47.94906
3,care,11776,10665,3.06835,4258,25.46042
3,help,9886,9235,2.65693,4180,24.99402
3,canada,13957,12920,3.71712,4743,28.36044
3,good,7138,6842,1.96846,3703,22.14183
3,know,11892,10979,3.15869,4687,28.02559
3,home,13169,12131,3.49012,4946,29.57426
3,health,19911,18398,5.29315,5557,33.2277
4,mask,24118,20568,5.91747,5660,33.84358
4,social,11155,10701,3.07871,4893,29.25735
4,distancing,9697,9500,2.73318,4490,26.84764
4,wear,8121,7530,2.1664,3211,19.19995
4,spread,8704,8390,2.41383,3865,23.1105
4,wearing,5842,5614,1.61516,2796,16.71849
4,people,41495,36457,10.48878,8019,47.94906
4,rally,19329,17378,4.9997,3886,23.23607
4,face,5581,5265,1.51475,2842,16.99354
4,hand,3821,3603,1.03659,2306,13.78857
4,sign,3412,3309,0.95201,1949,11.65391
4,real,3630,3495,1.00552,2303,13.77063
4,tulsa,9982,9346,2.68887,2678,16.01292
4,risk,7446,7032,2.02313,3321,19.85769
4,love,2380,2050,0.58979,1610,9.62688
5,tested,8309,7294,2.0985,3248,19.42119
5,positive,10556,10074,2.89832,3801,22.72782
5,ontario,9203,8580,2.46849,2923,17.47788
5,update,6439,6200,1.78376,2481,14.83497
5,worker,11097,9756,2.80683,3835,22.93112
5,le,8412,6605,1.90028,2766,16.53911
5,test,10021,8807,2.5338,3674,21.96843
5,minister,4461,4000,1.15081,1925,11.5104
5,canada,13957,12920,3.71712,4743,28.36044
5,member,3882,3710,1.06738,2266,13.54939
5,onpoli,3876,3873,1.11427,1445,8.64028
5,toronto,4221,3933,1.13153,1846,11.03803
5,live,4592,4455,1.28172,2356,14.08754
5,ford,3166,2902,0.83491,1251,7.48027
5,trudeau,5593,5024,1.44542,1995,11.92896
