Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,95522,27.48194,9325,55.75819
2,51735,14.8843,7731,46.22698
3,108809,31.30465,13148,78.61756
4,39187,11.27421,8176,48.88783
5,52328,15.05491,9529,56.978
