Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
5,travel,1213,1094,0.92761,932,6.62732
5,president,4091,3747,3.17709,2085,14.82614
5,called,1028,976,0.82755,824,5.85935
5,true,804,751,0.63678,692,4.92071
5,knew,781,709,0.60116,613,4.35896
5,medium,2564,2334,1.97901,1649,11.72581
5,threat,1031,994,0.84282,814,5.78824
5,blame,818,691,0.5859,604,4.29496
5,saying,1169,1135,0.96237,942,6.69843
5,ban,769,705,0.59777,622,4.42295
5,biden,733,642,0.54435,509,3.61943
6,really,1672,1586,1.34477,1327,9.43611
6,thing,2356,2256,1.91287,1771,12.59333
6,people,11729,10369,8.79191,5039,35.83161
6,lot,1192,1165,0.98781,1027,7.30285
6,going,3019,2840,2.40804,2058,14.63415
6,hope,1161,1126,0.95474,989,7.03264
6,man,1202,1152,0.97678,982,6.98286
6,pandemic,14499,14048,11.91134,5901,41.96117
6,look,1880,1836,1.55675,1521,10.81562
6,guy,732,705,0.59777,647,4.60073
6,best,1385,1338,1.13449,1172,8.33393
6,feel,735,699,0.59268,642,4.56517
6,fear,703,679,0.57573,608,4.3234
6,got,1530,1458,1.23624,1231,8.75347
6,church,578,501,0.4248,438,3.11456
7,social,3281,3157,2.67683,2381,16.93095
7,distancing,2935,2846,2.41313,2200,15.64389
7,cdnpoli,4237,4225,3.58239,2020,14.36393
7,trudeau,3902,3529,2.99225,1766,12.55778
7,canadian,4565,4214,3.57306,2510,17.84825
7,hydroxychloroquine,1234,1190,1.009,902,6.41399
7,drug,1294,1191,1.00985,973,6.91887
7,medium,2564,2334,1.97901,1649,11.72581
7,pm,1459,1359,1.1523,1099,7.81483
7,treatment,1062,999,0.84706,861,6.12245
7,hand,1377,1240,1.0514,1072,7.62284
7,measure,1348,1291,1.09464,1100,7.82194
7,premier,1128,1068,0.90556,864,6.14378
7,rule,808,772,0.65458,702,4.99182
7,ottawa,817,745,0.63169,565,4.01763
8,people,11729,10369,8.79191,5039,35.83161
8,died,2160,2024,1.71616,1470,10.45296
8,american,4299,3931,3.33311,2168,15.41634
8,die,1549,1459,1.23709,1140,8.10638
8,getting,1541,1446,1.22607,1225,8.7108
8,thousand,1370,1295,1.09803,1043,7.41663
8,dying,957,878,0.74446,738,5.24781
8,sick,926,864,0.73259,758,5.39003
8,person,982,914,0.77498,811,5.76691
8,iran,839,693,0.5876,337,2.39636
8,kill,734,708,0.60032,622,4.42295
8,truth,862,837,0.70969,704,5.00604
8,infected,855,826,0.70037,674,4.79272
8,black,744,630,0.53418,547,3.88964
8,dead,915,863,0.73174,729,5.18382
9,care,3920,3574,3.03041,2463,17.51404
9,worker,3847,3427,2.90576,2410,17.13717
9,health,7853,7055,5.98196,4051,28.80609
9,doctor,2713,2565,2.17487,1899,13.50352
9,hospital,3188,2938,2.49114,2079,14.78347
9,patient,2781,2505,2.124,1842,13.0982
9,healthcare,1449,1347,1.14213,1103,7.84328
9,line,1324,1289,1.09295,1124,7.9926
9,nurse,1178,1067,0.90471,901,6.40688
9,staff,1104,1045,0.88606,908,6.45666
9,fight,1928,1878,1.59236,1543,10.97205
9,public,3417,3200,2.71329,2329,16.56119
9,working,2018,1971,1.67122,1640,11.66181
9,medical,2858,2731,2.31562,2005,14.25727
9,fighting,849,835,0.708,623,4.43006
10,death,7953,6264,5.31127,3321,23.61516
10,minister,2203,2092,1.77381,1515,10.77295
10,official,2180,2089,1.77127,1527,10.85828
10,data,1537,1374,1.16502,1133,8.0566
10,model,1109,882,0.74785,751,5.34025
10,health,7853,7055,5.98196,4051,28.80609
10,prime,929,918,0.77838,783,5.5678
10,uk,1044,950,0.80551,708,5.03449
10,cause,714,694,0.58844,614,4.36607
10,far,1230,1198,1.01579,1015,7.21752
10,projection,553,527,0.44684,480,3.41321
10,johnson,506,465,0.39427,419,2.97945
10,number,3102,2848,2.41483,2077,14.76925
10,release,602,585,0.49602,532,3.78298
10,boris,457,432,0.36629,390,2.77323
11,mask,5063,4113,3.48743,2731,19.41975
11,supply,2149,1949,1.65256,1533,10.90095
11,face,1759,1676,1.42109,1372,9.7561
11,medical,2858,2731,2.31562,2005,14.25727
11,n95,1309,1252,1.06157,1069,7.60151
11,company,1403,1326,1.12432,1125,7.99972
11,ppe,1311,1214,1.02935,1032,7.33841
11,ventilator,1240,1094,0.92761,910,6.47088
11,use,1753,1637,1.38802,1359,9.66366
11,equipment,966,939,0.79618,829,5.8949
11,needed,850,835,0.708,765,5.43981
11,wear,668,601,0.50959,531,3.77587
11,canada,7285,6594,5.59107,3613,25.69153
11,wearing,595,558,0.47313,508,3.61232
11,protective,609,595,0.5045,541,3.84697
12,say,6993,6482,5.49611,3607,25.64887
12,dr,2898,2708,2.29612,1963,13.95861
12,pandemic,14499,14048,11.91134,5901,41.96117
12,fauci,1552,1360,1.15315,982,6.98286
12,expert,1493,1413,1.19809,1147,8.15615
12,coming,1389,1334,1.1311,1129,8.02816
12,amid,1059,1055,0.89454,868,6.17222
12,listen,727,690,0.58505,629,4.47273
12,warning,1099,1059,0.89793,841,5.98023
12,mayor,553,529,0.44854,479,3.4061
12,prepared,464,447,0.37901,420,2.98656
12,military,532,508,0.43073,457,3.24966
12,outbreak,2607,2530,2.14519,1842,13.0982
12,kenney,487,458,0.38834,344,2.44614
12,advice,741,708,0.60032,653,4.64339
13,canada,7285,6594,5.59107,3613,25.69153
13,trump,14640,12222,10.36307,3642,25.89775
13,pandemic,14499,14048,11.91134,5901,41.96117
13,global,2084,1965,1.66613,1555,11.05738
13,response,3450,3374,2.86083,2304,16.38342
13,administration,1310,1247,1.05734,902,6.41399
13,health,7853,7055,5.98196,4051,28.80609
13,public,3417,3200,2.71329,2329,16.56119
13,organization,918,886,0.75124,769,5.46825
13,failure,883,838,0.71054,702,4.99182
13,obama,843,754,0.63932,627,4.45851
13,world,4405,4123,3.4959,2682,19.07132
13,nation,1395,1316,1.11584,1069,7.60151
13,middle,632,629,0.53333,570,4.05319
13,failed,619,569,0.48246,522,3.71187
14,week,4086,3609,3.06008,2525,17.95492
14,test,3368,2857,2.42246,2080,14.79059
14,testing,2451,2136,1.81112,1561,11.10005
14,positive,2062,1934,1.63984,1488,10.58096
14,tested,1807,1623,1.37615,1288,9.15879
14,ago,1499,1259,1.06751,1048,7.45218
14,result,942,912,0.77329,822,5.84513
14,symptom,937,880,0.74615,759,5.39714
14,wait,484,473,0.40106,441,3.13589
14,navy,523,469,0.39767,392,2.78746
14,10,1166,1120,0.94965,897,6.37844
14,trial,464,444,0.37647,402,2.85857
14,captain,479,447,0.37901,380,2.70213
14,ship,566,510,0.43243,442,3.143
14,site,488,437,0.37053,407,2.89412
15,need,6639,6023,5.10692,3707,26.35995
15,know,3942,3678,3.11859,2588,18.4029
15,want,3406,3176,2.69294,2302,16.3692
15,right,3633,3390,2.87439,2390,16.99495
15,business,1818,1655,1.40328,1348,9.58544
15,vote,1109,922,0.78177,717,5.09849
15,plan,1183,1102,0.93439,954,6.78376
15,help,4327,3996,3.38822,2788,19.82507
15,america,2020,1898,1.60932,1318,9.37211
15,think,2632,2509,2.12739,1924,13.68129
15,possible,881,852,0.72241,779,5.53936
15,doesnt,860,841,0.71309,766,5.44692
15,country,4899,4612,3.91053,2931,20.84193
15,relief,814,797,0.67578,695,4.94205
15,small,827,783,0.66391,708,5.03449
16,new,7662,6606,5.60125,3673,26.11818
16,city,1789,1638,1.38887,1284,9.13034
16,york,1333,1266,1.07345,973,6.91887
16,real,1154,1108,0.93948,979,6.96153
16,program,674,629,0.53333,582,4.13852
16,time,6331,5949,5.04418,3727,26.50217
16,mass,596,573,0.48585,516,3.6692
16,set,578,563,0.47737,511,3.63365
16,ny,473,430,0.3646,378,2.6879
16,cuomo,413,372,0.31542,327,2.32525
16,help,4327,3996,3.38822,2788,19.82507
16,torontostar,300,296,0.25098,229,1.62839
16,created,391,382,0.3239,365,2.59546
16,opinion,315,310,0.26285,282,2.00526
16,europe,418,405,0.3434,361,2.56702
17,realdonaldtrump,3090,3043,2.58017,1776,12.62888
17,today,3990,3795,3.21779,2688,19.11399
17,great,1775,1710,1.44991,1421,10.10453
17,house,1856,1787,1.5152,1347,9.57833
17,white,1330,1268,1.07514,945,6.71976
17,president,4091,3747,3.17709,2085,14.82614
17,cnn,1134,1024,0.86825,794,5.64602
17,briefing,1479,1382,1.1718,1030,7.32418
17,thank,2059,1968,1.66867,1589,11.29915
17,love,893,859,0.72835,766,5.44692
17,press,1172,1131,0.95898,896,6.37133
17,god,781,726,0.61558,634,4.50828
17,tweet,680,621,0.52655,545,3.87542
17,story,1480,1421,1.20487,1166,8.29126
17,post,856,829,0.70291,742,5.27626
18,state,4084,3691,3.12961,2237,15.90699
18,order,2114,2007,1.70174,1532,10.89383
18,watch,1694,1624,1.37699,1292,9.18723
18,federal,1884,1764,1.4957,1360,9.67077
18,live,1615,1563,1.32527,1234,8.7748
18,update,1688,1601,1.35749,1195,8.49748
18,governor,1183,1129,0.95728,848,6.03001
18,united,1114,1077,0.91319,897,6.37844
18,government,4938,4617,3.91477,2884,20.50772
18,force,1050,1007,0.85384,834,5.93046
18,drtedros,462,440,0.37308,226,1.60705
18,stayathome,810,803,0.68087,637,4.52962
18,check,840,827,0.70122,735,5.22648
18,issue,918,896,0.75972,800,5.68869
18,youtube,529,514,0.43582,375,2.66657
19,news,3597,3402,2.88457,2300,16.35497
19,good,2866,2752,2.33343,2155,15.3239
19,le,2392,1851,1.56947,1129,8.02816
19,et,1270,1031,0.87419,557,3.96075
19,fox,834,759,0.64356,598,4.25229
19,cbc,800,748,0.63423,609,4.33051
19,wow,480,458,0.38834,422,3.00078
19,pour,934,771,0.65373,398,2.83012
19,du,796,668,0.5664,337,2.39636
19,au,661,563,0.47737,300,2.13326
19,est,745,660,0.55962,359,2.5528
19,plus,575,536,0.45448,390,2.77323
19,une,519,464,0.39343,274,1.94838
19,fake,705,642,0.54435,551,3.91808
19,sur,512,438,0.37138,267,1.8986
20,lockdown,2751,2631,2.23083,1732,12.31601
20,virus,5417,4980,4.22256,3045,21.65256
20,world,4405,4123,3.4959,2682,19.07132
20,come,1874,1803,1.52877,1430,10.16853
20,time,6331,5949,5.04418,3727,26.50217
20,end,1508,1441,1.22183,1202,8.54725
20,vaccine,1302,1131,0.95898,903,6.42111
20,flu,1062,892,0.75633,757,5.38292
20,yes,840,772,0.65458,711,5.05582
20,day,5408,4782,4.05467,3081,21.90855
20,spread,2862,2779,2.35632,2060,14.64837
20,year,2734,2527,2.14265,1923,13.67418
20,life,3905,3720,3.1542,2517,17.89803
20,thread,560,539,0.45702,495,3.51987
20,gate,641,544,0.46126,419,2.97945
