Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,46839,45444,16.04905,7849,60.22405
1,people,30678,27407,9.67908,5950,45.65334
1,know,9035,8409,2.96973,3457,26.52498
1,need,14461,13459,4.75319,4463,34.24384
1,good,6586,6331,2.23586,3019,23.16428
1,time,13065,12314,4.34882,4477,34.35126
1,think,6663,6290,2.22138,2899,22.24354
1,make,7266,6859,2.42233,3268,25.07481
1,going,7670,7324,2.58655,3161,24.25382
1,thing,5615,5412,1.91131,2794,21.43789
1,want,7572,7070,2.49685,3219,24.69884
1,better,4033,3899,1.37697,2231,17.11808
1,great,4094,3894,1.37521,2259,17.33292
1,really,4589,4319,1.5253,2397,18.39177
1,right,7831,7308,2.5809,3205,24.59142
2,case,29049,21459,7.57848,4125,31.65043
2,new,24314,20779,7.33833,4742,36.38456
2,variant,12038,10502,3.7089,2933,22.50441
2,death,17214,14988,5.29318,3658,28.06721
2,number,7416,6777,2.39337,2712,20.80872
2,report,5172,4994,1.76369,2118,16.25106
2,ontario,15948,14964,5.2847,2954,22.66554
2,outbreak,5582,5052,1.78417,1902,14.59372
2,feb,4395,3875,1.3685,1581,12.13075
2,reported,3022,2850,1.00651,1313,10.07443
2,bc,5672,5204,1.83785,1454,11.1563
2,total,4313,3736,1.31941,1644,12.61413
2,today,14417,13854,4.89269,4332,33.2387
2,rate,4215,3791,1.33883,1906,14.62441
2,region,4118,3740,1.32082,1473,11.30208
3,vaccine,42890,36174,12.77524,6091,46.73521
3,vaccination,10248,9709,3.42884,3257,24.99041
3,dos,7424,5817,2.05434,2171,16.65772
3,canada,21626,19568,6.91065,4592,35.23364
3,vaccinated,4295,3995,1.41088,2088,16.02087
3,shot,3712,3280,1.15837,1751,13.43513
3,million,9938,8148,2.87756,3116,23.90854
3,johnson,2834,1611,0.56894,862,6.61398
3,rollout,3027,2926,1.03335,1574,12.07704
3,week,12636,11233,3.96706,3825,29.34858
3,astrazeneca,2565,2331,0.82322,1349,10.35065
3,pfizer,2529,2380,0.84052,1291,9.90562
3,dose,2524,2334,0.82428,1265,9.70613
3,effective,2359,2221,0.78437,1406,10.788
3,approved,2166,2033,0.71798,1381,10.59618
4,lost,5511,4462,1.5758,2064,15.83672
4,state,5412,4982,1.75945,2146,16.46589
4,500000,4274,4145,1.46385,1469,11.27139
4,biden,6202,5782,2.04198,1848,14.17939
4,american,8228,7358,2.59856,2158,16.55797
