Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,52640,18.59039,8766,67.26003
2,28044,9.90405,4547,34.88836
3,30250,10.68312,5598,42.95251
4,23134,8.17003,4390,33.68373
5,32640,11.52717,6324,48.52298
6,19717,6.96327,4445,34.10573
7,24858,8.77888,4379,33.59932
8,30300,10.70078,6343,48.66876
9,21302,7.52303,5654,43.38218
10,20272,7.15928,3935,30.19259
