Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,74085,19.15425,10905,65.43654
2,35283,9.12222,8520,51.12511
3,34076,8.81015,7046,42.28023
4,38566,9.97102,7549,45.29853
5,38268,9.89397,5079,30.47705
6,38585,9.97593,8152,48.91689
7,28456,7.35713,6207,37.24572
8,42705,11.04113,7039,42.23822
9,29966,7.74754,7123,42.74227
10,26791,6.92666,6484,38.90789
