Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,58640,56756,14.67394,9482,56.89769
1,job,6600,6188,1.59987,3187,19.12391
1,time,17769,16939,4.37948,6018,36.11161
1,need,18403,17132,4.42938,5760,34.56346
1,thing,7976,7642,1.9758,3752,22.51425
1,economy,5971,5684,1.46957,2781,16.68767
1,great,5319,5164,1.33512,3103,18.61986
1,worker,6037,5369,1.38812,2768,16.60966
1,way,7439,7237,1.87108,3663,21.9802
1,money,4891,4447,1.14975,2389,14.33543
1,right,11236,10671,2.75893,4330,25.9826
1,working,5392,5119,1.32349,2946,17.67777
1,crisis,5771,5475,1.41553,2686,16.11761
1,work,12582,11490,2.97067,4931,29.58896
1,make,12150,11791,3.0485,4817,28.90489
2,mask,41544,34088,8.81326,7706,46.24062
2,wear,18678,16938,4.37922,5704,34.22742
2,social,10461,9994,2.58389,4613,27.68077
2,distancing,7864,7643,1.97605,3969,23.81638
2,face,6330,5859,1.51481,3168,19.0099
2,wearing,5929,5571,1.44035,3070,18.42184
2,hand,4565,4366,1.1288,2697,16.18362
2,mandatory,3237,3018,0.78029,1804,10.82508
2,yes,2786,2638,0.68204,1838,11.0291
2,distance,2384,2295,0.59336,1645,9.87099
2,wearamask,1520,1513,0.39118,975,5.85059
2,protect,4551,4296,1.11071,2595,15.57156
2,asking,1950,1898,0.49072,1451,8.70687
2,rule,2957,2764,0.71462,1905,11.43114
2,man,3631,3295,0.8519,2084,12.50525
3,case,35761,27228,7.03964,6413,38.48185
3,new,29713,25831,6.67846,6562,39.37594
3,report,7397,7106,1.83722,3223,19.33993
3,number,10155,9222,2.38429,3958,23.75038
3,today,14931,14347,3.70933,5269,31.61716
3,day,22518,19210,4.96663,5876,35.25953
3,million,14669,11750,3.03789,4326,25.9586
3,july,5549,5080,1.3134,2575,15.45155
3,outbreak,8187,7724,1.997,3404,20.42604
3,total,4939,4335,1.12079,2236,13.41734
3,update,4352,4275,1.10528,1949,11.69517
3,reported,4868,4330,1.1195,2331,13.9874
3,toronto,4352,3985,1.0303,2063,12.37924
3,bc,5053,4682,1.2105,2087,12.52325
3,ontario,7933,7379,1.9078,2967,17.80378
4,school,27124,22069,5.70581,5146,30.87909
4,kid,10542,8971,2.3194,3508,21.05011
4,child,12925,10674,2.7597,3898,23.39034
4,safe,8264,7731,1.99881,3769,22.61626
4,student,7290,6356,1.64331,2779,16.67567
4,teacher,6059,5437,1.40571,2492,14.9535
4,open,5627,5077,1.31263,2815,16.89169
4,plan,11386,9926,2.56631,3851,23.10831
4,ableg,5438,5437,1.40571,1005,6.0306
4,risk,6684,6173,1.59599,3183,19.09991
4,reopen,4045,3880,1.00315,2124,12.74527
4,parent,4100,3774,0.97575,2147,12.88329
4,onpoli,3999,3989,1.03133,1473,8.83888
4,fordnation,3135,3052,0.78908,1136,6.81668
4,pandemic,58640,56756,14.67394,9482,56.89769
5,trump,43922,37784,9.76884,4497,26.9847
5,realdonaldtrump,9630,9347,2.41661,2550,15.30153
5,president,11768,10897,2.81736,3015,18.09181
5,american,17311,15529,4.01493,3785,22.71227
5,house,5764,5474,1.41527,2480,14.88149
5,gop,5135,4715,1.21904,1598,9.58896
5,white,5032,4763,1.23145,2189,13.13531
5,republican,6638,6285,1.62495,1921,11.52715
5,dead,4147,3896,1.00729,1969,11.81518
5,administration,3709,3645,0.94239,1650,9.90099
5,donald,3839,3727,0.96359,1600,9.60096
5,virus,19996,18288,4.72826,5312,31.87519
5,election,5770,5338,1.38011,2318,13.90939
5,vote,5349,4803,1.24179,2120,12.72127
5,cain,2629,2296,0.59362,1246,7.47675
6,people,41503,36674,9.48185,7849,47.09871
6,home,14714,13583,3.51181,5277,31.66517
6,stay,8508,7784,2.01251,4133,24.80048
6,know,14430,13504,3.49138,5128,30.77108
6,patient,7897,7146,1.84756,3140,18.84188
6,getting,4755,4611,1.19215,2698,16.18962
6,sick,4779,4491,1.16112,2530,15.18152
6,really,5904,5106,1.32013,2904,17.42574
6,think,10457,9905,2.56088,4235,25.41254
6,virus,19996,18288,4.72826,5312,31.87519
6,lot,4163,3968,1.0259,2558,15.34953
6,got,6149,5705,1.47499,3096,18.57786
6,going,11548,10618,2.74522,4463,26.78068
6,hospital,6334,5872,1.51817,2886,17.31773
6,symptom,3107,2789,0.72108,1867,11.20312
7,death,27962,22832,5.90308,5263,31.58116
7,state,15321,13832,3.57618,3838,23.0303
7,year,11547,10575,2.73411,4532,27.19472
7,died,10759,9382,2.42566,3263,19.57996
7,country,12963,12052,3.11598,4342,26.05461
7,rate,5327,4874,1.26014,2625,15.75158
7,florida,6620,5806,1.50111,2258,13.54935
7,flu,3764,3193,0.82553,1729,10.37504
7,hit,4083,3878,1.00263,2393,14.35944
7,thousand,3616,3425,0.88551,1984,11.90519
7,united,3354,3266,0.84441,1771,10.62706
7,pandemic,58640,56756,14.67394,9482,56.89769
7,texas,3701,3381,0.87414,1527,9.16292
7,people,41503,36674,9.48185,7849,47.09871
7,die,5897,5471,1.4145,2582,15.49355
8,vaccine,10293,8689,2.24649,3360,20.16202
8,dr,11462,10714,2.77004,3820,22.92229
8,doctor,10173,9242,2.38947,3380,20.28203
8,hydroxychloroquine,7548,7176,1.85531,2242,13.45335
8,fauci,7460,6815,1.76198,2433,14.59946
8,news,8884,8473,2.19065,3567,21.40414
8,say,21491,19801,5.11943,5667,34.0054
8,health,20161,18477,4.77712,5752,34.51545
8,medical,5700,5354,1.38425,2733,16.39964
8,medium,6760,6483,1.67614,2845,17.07171
8,expert,5380,5230,1.35219,2756,16.53765
8,video,4619,4293,1.10993,2303,13.81938
8,twitter,3912,3446,0.89094,2083,12.49925
8,watch,4173,4038,1.044,2289,13.73537
8,cure,3093,2803,0.7247,1534,9.20492
9,positive,12106,11284,2.91741,4033,24.20042
9,test,11955,10214,2.64077,4022,24.13441
9,tested,7591,6818,1.76275,3114,18.68587
9,testing,8312,7506,1.94063,3195,19.17192
9,pandemic,58640,56756,14.67394,9482,56.89769
9,result,4766,4375,1.13113,2536,15.21752
9,day,22518,19210,4.96663,5876,35.25953
9,week,11731,11004,2.84502,4263,25.58056
9,gohmert,2499,2301,0.59491,1067,6.40264
9,member,3386,3259,0.8426,1960,11.76118
9,team,2864,2669,0.69005,1840,11.0411
9,season,2119,2018,0.52174,1449,8.69487
9,staff,5077,4681,1.21025,2426,14.55746
9,tell,5427,5279,1.36486,2865,17.19172
9,louie,1665,1628,0.42091,887,5.32253
10,canada,16631,15007,3.87997,5134,30.80708
10,canadian,10166,9292,2.40239,3771,22.62826
10,cdnpoli,8114,8086,2.09059,2361,14.16742
10,china,8808,7158,1.85066,2663,15.9796
10,le,8100,6439,1.66477,2739,16.43564
10,app,4414,3345,0.86483,1965,11.79118
10,virus,19996,18288,4.72826,5312,31.87519
10,trudeau,4868,4502,1.16397,1775,10.65107
10,liberal,4043,3713,0.95997,1738,10.42904
10,alert,2428,2382,0.61585,1523,9.13891
10,et,3847,3045,0.78727,907,5.44254
10,justintrudeau,2303,2271,0.58715,1021,6.12661
10,chinese,2250,2091,0.54062,1115,6.69067
10,government,13231,12589,3.25481,4697,28.18482
10,border,1979,1867,0.4827,1315,7.89079
